scenario_id,road_environment,road_type,pothole_depth,water_depth,ntu,weather,lighting,vehicle_speed,severity
SC7820,Urban,Asphalt,9,1,178,Cloudy,Daylight,4.97,Low
SC7821,Urban,Asphalt,6,2,77,Clear,Daylight,4.45,Low
SC7822,Urban,Mud,9,2,19,Clear,Night_Dark,9.12,Low
SC7823,Rural,Concrete,18,13,100,Clear,Night_Streetlights,7.92,Severe
SC7824,Rural,Asphalt,11,11,390,Thunderstorm,Night_Dark,3.59,Extreme
SC7825,Rural,Concrete,19,9,87,Mist,Night_Streetlights,8.84,Severe
SC7826,Urban,Asphalt,20,7,183,Foggy,Night_Streetlights,8.91,Severe
SC7827,Rural,Gravel,16,0,79,Cloudy,Dusk,3.41,Low
SC7828,Rural,Concrete,6,0,121,Drizzle,Daylight,5.38,Low
SC7829,Urban,Gravel,17,13,268,Rainy,Dusk,4.23,Extreme
SC7830,Rural,Asphalt,18,9,194,Rainy,Dusk,2.23,Severe
SC7831,Rural,Asphalt,10,1,118,Foggy,Daylight,8.2,Low
SC7832,Rural,Gravel,10,0,477,Thunderstorm,Night_Streetlights,10.61,Moderate
SC7833,Rural,Gravel,8,6,133,Cloudy,Daylight,10.79,Moderate
SC7834,Rural,Gravel,17,9,47,Clear,Daylight,2.14,Moderate
SC7835,Urban,Mud,6,3,100,Mist,Night_Streetlights,3.49,Low
SC7836,Rural,Mud,11,9,288,Thunderstorm,Night_Dark,9.93,Severe
SC7837,Rural,Mud,5,0,127,Rainy,Night_Dark,6.0,Low
SC7838,Urban,Gravel,14,4,150,Foggy,Dusk,2.32,Moderate
SC7839,Urban,Concrete,8,4,191,Mist,Night_Streetlights,11.46,Moderate
SC7840,Rural,Asphalt,19,0,367,Thunderstorm,Daylight,8.38,Moderate
SC7841,Rural,Dirt,5,0,191,Mist,Daylight,11.79,Low
SC7842,Urban,Gravel,14,12,51,Cloudy,Night_Dark,10.87,Severe
SC7843,Urban,Dirt,20,17,231,Foggy,Night_Streetlights,10.45,Extreme
SC7844,Rural,Asphalt,8,5,106,Foggy,Dusk,9.41,Moderate
SC7845,Urban,Gravel,19,16,322,Thunderstorm,Dusk,8.33,Extreme
SC7846,Urban,Gravel,20,3,316,Thunderstorm,Dusk,2.06,Moderate
SC7847,Rural,Mud,16,2,202,Rainy,Night_Dark,8.98,Moderate
SC7848,Urban,Dirt,8,3,166,Cloudy,Night_Dark,8.32,Moderate
SC7849,Urban,Mud,17,17,147,Mist,Dawn,4.82,Extreme
SC7850,Rural,Asphalt,17,7,109,Mist,Night_Streetlights,2.11,Moderate
SC7851,Rural,Mud,8,4,146,Rainy,Night_Dark,11.04,Moderate
SC7852,Urban,Mud,14,2,369,Thunderstorm,Night_Dark,10.79,Moderate
SC7853,Rural,Dirt,13,1,360,Thunderstorm,Night_Streetlights,5.36,Moderate
SC7854,Rural,Dirt,19,17,207,Rainy,Night_Streetlights,10.27,Extreme
SC7855,Rural,Concrete,14,3,50,Clear,Night_Streetlights,2.68,Moderate
SC7856,Urban,Asphalt,16,11,155,Rainy,Night_Dark,5.11,Severe
SC7857,Urban,Dirt,20,9,245,Rainy,Night_Dark,7.48,Severe
SC7858,Rural,Gravel,13,11,174,Mist,Daylight,4.04,Severe
SC7859,Urban,Gravel,7,0,21,Clear,Dawn,8.58,Low
SC7860,Urban,Mud,13,9,165,Mist,Dawn,9.73,Severe
SC7861,Urban,Gravel,7,2,5,Clear,Dawn,10.07,Low
SC7862,Rural,Dirt,7,5,295,Rainy,Dusk,6.75,Moderate
SC7863,Urban,Dirt,9,3,228,Foggy,Dusk,2.56,Moderate
SC7864,Urban,Asphalt,9,4,202,Drizzle,Dusk,9.5,Moderate
SC7865,Urban,Mud,6,4,103,Mist,Night_Streetlights,6.61,Moderate
SC7866,Rural,Gravel,18,9,121,Drizzle,Daylight,5.3,Severe
SC7867,Rural,Concrete,6,1,129,Mist,Night_Streetlights,8.25,Low
SC7868,Rural,Asphalt,17,12,361,Thunderstorm,Dusk,8.07,Extreme
SC7869,Urban,Concrete,19,4,153,Rainy,Daylight,9.84,Moderate
SC7870,Urban,Concrete,19,0,145,Mist,Night_Dark,10.79,Moderate
SC7871,Urban,Concrete,13,5,309,Thunderstorm,Dusk,7.82,Moderate
SC7872,Urban,Gravel,5,5,151,Foggy,Daylight,11.54,Moderate
SC7873,Rural,Gravel,6,1,151,Mist,Night_Dark,5.03,Low
SC7874,Urban,Asphalt,11,6,297,Rainy,Night_Dark,3.32,Moderate
SC7875,Rural,Dirt,8,4,217,Foggy,Dusk,7.99,Moderate
SC7876,Rural,Gravel,7,5,180,Rainy,Dusk,10.96,Moderate
SC7877,Urban,Mud,18,0,258,Rainy,Dawn,9.7,Moderate
SC7878,Urban,Concrete,9,0,167,Mist,Night_Dark,2.16,Low
SC7879,Rural,Concrete,18,15,241,Foggy,Dawn,3.39,Extreme
SC7880,Rural,Gravel,11,0,117,Drizzle,Dusk,3.49,Low
SC7881,Urban,Concrete,8,6,55,Cloudy,Night_Dark,4.05,Moderate
SC7882,Urban,Gravel,9,3,292,Thunderstorm,Daylight,6.95,Moderate
SC7883,Rural,Concrete,13,1,180,Drizzle,Daylight,10.5,Moderate
SC7884,Urban,Mud,7,4,239,Foggy,Night_Dark,7.84,Moderate
SC7885,Rural,Mud,10,3,149,Foggy,Daylight,3.27,Moderate
SC7886,Rural,Mud,8,7,140,Rainy,Night_Streetlights,2.45,Moderate
SC7887,Rural,Asphalt,8,3,108,Cloudy,Daylight,6.46,Low
SC7888,Urban,Gravel,16,11,38,Clear,Dusk,4.57,Severe
SC7889,Urban,Concrete,6,6,187,Rainy,Dawn,11.91,Moderate
SC7890,Rural,Mud,13,2,482,Thunderstorm,Dusk,3.75,Moderate
SC7891,Rural,Gravel,11,7,114,Cloudy,Dawn,7.15,Moderate
SC7892,Urban,Gravel,19,8,156,Foggy,Daylight,3.45,Severe
SC7893,Urban,Asphalt,12,0,283,Rainy,Dawn,11.51,Moderate
SC7894,Urban,Dirt,20,11,249,Rainy,Night_Streetlights,5.56,Extreme
SC7895,Rural,Mud,15,14,179,Rainy,Dawn,4.26,Extreme
SC7896,Urban,Gravel,20,18,109,Foggy,Daylight,3.84,Extreme
SC7897,Rural,Mud,15,13,402,Thunderstorm,Dawn,9.31,Extreme
SC7898,Rural,Dirt,10,7,490,Thunderstorm,Dawn,9.38,Severe
SC7899,Urban,Mud,19,19,152,Cloudy,Dawn,3.55,Extreme
SC7900,Urban,Mud,16,5,140,Foggy,Night_Dark,4.62,Moderate
SC7901,Rural,Concrete,8,7,142,Drizzle,Night_Streetlights,10.98,Moderate
SC7902,Urban,Dirt,20,0,8,Clear,Dawn,3.12,Low
SC7903,Rural,Gravel,19,14,155,Drizzle,Night_Streetlights,6.8,Extreme
SC7904,Urban,Gravel,19,9,38,Clear,Night_Streetlights,4.6,Moderate
SC7905,Urban,Mud,8,6,374,Thunderstorm,Night_Streetlights,8.28,Severe
SC7906,Urban,Mud,10,4,84,Cloudy,Dawn,4.19,Moderate
SC7907,Urban,Asphalt,12,4,130,Foggy,Daylight,10.98,Moderate
SC7908,Urban,Dirt,15,0,457,Thunderstorm,Dusk,3.96,Moderate
SC7909,Urban,Concrete,5,1,442,Thunderstorm,Daylight,5.69,Moderate
SC7910,Urban,Concrete,19,7,277,Thunderstorm,Daylight,3.51,Severe
SC7911,Rural,Mud,13,8,480,Thunderstorm,Dawn,7.15,Extreme
SC7912,Urban,Mud,20,11,394,Thunderstorm,Night_Dark,10.48,Extreme
SC7913,Rural,Mud,10,10,84,Cloudy,Daylight,10.75,Moderate
SC7914,Urban,Dirt,9,8,160,Foggy,Night_Dark,10.83,Moderate
SC7915,Rural,Mud,8,0,157,Cloudy,Night_Dark,3.79,Low
SC7916,Rural,Gravel,18,6,482,Thunderstorm,Night_Streetlights,2.4,Extreme
SC7917,Urban,Concrete,7,4,389,Thunderstorm,Night_Streetlights,5.93,Moderate
SC7918,Rural,Asphalt,18,8,114,Mist,Night_Streetlights,10.25,Moderate
SC7919,Urban,Mud,16,2,5,Clear,Night_Dark,3.06,Low
SC7920,Urban,Gravel,15,10,237,Rainy,Daylight,4.29,Severe
SC7921,Urban,Asphalt,9,5,228,Foggy,Night_Streetlights,5.01,Moderate
SC7922,Urban,Concrete,20,5,174,Cloudy,Daylight,8.91,Moderate
SC7923,Urban,Gravel,10,7,99,Clear,Dusk,11.6,Moderate
SC7924,Urban,Concrete,13,3,36,Clear,Dawn,2.68,Low
SC7925,Rural,Dirt,10,6,368,Thunderstorm,Daylight,6.39,Severe
SC7926,Rural,Gravel,19,14,78,Cloudy,Night_Streetlights,8.53,Extreme
SC7927,Rural,Mud,16,6,299,Rainy,Dawn,11.25,Severe
SC7928,Rural,Dirt,14,14,177,Mist,Night_Streetlights,9.52,Extreme
SC7929,Rural,Mud,12,4,426,Thunderstorm,Night_Dark,8.47,Severe
SC7930,Rural,Dirt,14,12,51,Clear,Night_Streetlights,9.89,Severe
SC7931,Urban,Mud,20,15,149,Foggy,Dawn,5.9,Extreme
SC7932,Rural,Asphalt,5,4,66,Cloudy,Night_Dark,2.85,Low
SC7933,Urban,Asphalt,20,17,30,Clear,Night_Streetlights,11.73,Extreme
SC7934,Urban,Asphalt,11,7,161,Mist,Night_Streetlights,4.5,Moderate
SC7935,Rural,Mud,11,2,103,Mist,Dawn,5.18,Low
SC7936,Urban,Mud,12,9,138,Foggy,Daylight,3.61,Moderate
SC7937,Rural,Gravel,13,10,427,Thunderstorm,Dusk,5.5,Extreme
SC7938,Rural,Gravel,19,16,246,Rainy,Daylight,9.09,Extreme
SC7939,Rural,Concrete,19,2,196,Drizzle,Night_Streetlights,5.12,Moderate
SC7940,Rural,Dirt,19,18,247,Foggy,Night_Streetlights,9.46,Extreme
SC7941,Urban,Concrete,8,3,140,Mist,Night_Streetlights,6.29,Moderate
SC7942,Urban,Mud,17,2,83,Cloudy,Night_Streetlights,5.17,Moderate
SC7943,Urban,Mud,20,16,98,Clear,Night_Dark,6.94,Extreme
SC7944,Urban,Asphalt,7,2,71,Cloudy,Night_Dark,11.43,Low
SC7945,Urban,Dirt,8,5,191,Drizzle,Night_Dark,6.78,Moderate
SC7946,Urban,Asphalt,10,5,313,Rainy,Daylight,10.37,Moderate
SC7947,Urban,Asphalt,18,4,179,Cloudy,Dusk,10.65,Moderate
SC7948,Urban,Gravel,10,8,185,Rainy,Daylight,2.28,Moderate
SC7949,Urban,Asphalt,6,0,147,Drizzle,Daylight,4.46,Low
SC7950,Urban,Asphalt,8,2,174,Foggy,Daylight,6.81,Low
SC7951,Rural,Mud,18,14,145,Mist,Night_Streetlights,4.06,Extreme
SC7952,Urban,Concrete,13,0,277,Rainy,Daylight,8.09,Moderate
SC7953,Rural,Dirt,20,13,87,Clear,Daylight,7.35,Severe
SC7954,Urban,Gravel,17,15,105,Drizzle,Dawn,7.57,Extreme
SC7955,Urban,Gravel,5,4,169,Foggy,Daylight,11.92,Moderate
SC7956,Rural,Dirt,15,2,117,Cloudy,Night_Dark,2.39,Moderate
SC7957,Rural,Dirt,11,11,314,Thunderstorm,Dusk,2.55,Extreme
SC7958,Urban,Asphalt,16,5,390,Thunderstorm,Night_Streetlights,6.53,Severe
SC7959,Rural,Mud,15,15,132,Cloudy,Daylight,2.47,Extreme
SC7960,Rural,Concrete,8,2,147,Foggy,Daylight,11.59,Low
SC7961,Rural,Concrete,16,10,83,Drizzle,Dusk,4.47,Severe
SC7962,Rural,Asphalt,9,5,164,Foggy,Dusk,9.82,Moderate
SC7963,Rural,Dirt,17,14,174,Cloudy,Daylight,7.2,Extreme
SC7964,Urban,Mud,7,6,171,Rainy,Dusk,7.43,Moderate
SC7965,Rural,Dirt,20,19,126,Cloudy,Night_Streetlights,2.13,Extreme
SC7966,Urban,Mud,19,4,163,Rainy,Daylight,8.17,Moderate
SC7967,Rural,Asphalt,5,1,222,Rainy,Dusk,2.69,Low
SC7968,Rural,Gravel,10,9,100,Drizzle,Dawn,11.13,Moderate
SC7969,Rural,Mud,5,5,203,Rainy,Dusk,9.47,Moderate
SC7970,Rural,Gravel,10,2,68,Clear,Dusk,4.24,Low
SC7971,Rural,Gravel,9,9,29,Clear,Daylight,11.76,Moderate
SC7972,Urban,Asphalt,14,14,200,Mist,Night_Streetlights,11.92,Extreme
SC7973,Urban,Dirt,12,8,308,Rainy,Night_Dark,2.46,Severe
SC7974,Rural,Mud,20,0,289,Rainy,Dawn,11.46,Moderate
SC7975,Urban,Gravel,20,11,129,Drizzle,Dawn,2.8,Severe
SC7976,Rural,Concrete,6,4,422,Thunderstorm,Dawn,10.24,Moderate
SC7977,Rural,Gravel,13,7,151,Cloudy,Dawn,3.04,Moderate
SC7978,Rural,Concrete,20,11,165,Drizzle,Dawn,7.06,Severe
SC7979,Urban,Gravel,20,17,250,Rainy,Night_Dark,10.39,Extreme
SC7980,Rural,Dirt,17,10,119,Foggy,Dawn,3.05,Severe
SC7981,Rural,Mud,20,6,126,Drizzle,Dusk,2.83,Moderate
SC7982,Rural,Dirt,19,9,202,Drizzle,Dusk,11.24,Severe
SC7983,Urban,Dirt,15,10,261,Rainy,Dawn,9.22,Severe
SC7984,Rural,Concrete,18,9,159,Foggy,Dusk,11.29,Severe
SC7985,Rural,Dirt,7,5,189,Drizzle,Dawn,5.64,Moderate
SC7986,Rural,Dirt,16,12,20,Clear,Dawn,5.9,Severe
SC7987,Urban,Mud,16,4,215,Foggy,Dawn,11.87,Moderate
SC7988,Urban,Mud,15,8,50,Clear,Dawn,4.38,Moderate
SC7989,Rural,Asphalt,18,1,131,Mist,Dusk,11.75,Moderate
SC7990,Rural,Dirt,10,3,224,Foggy,Daylight,5.35,Moderate
SC7991,Urban,Mud,11,11,157,Foggy,Night_Dark,4.27,Severe
SC7992,Rural,Asphalt,9,5,173,Foggy,Daylight,7.11,Moderate
SC7993,Urban,Mud,5,3,209,Foggy,Daylight,6.35,Moderate
SC7994,Rural,Concrete,19,2,128,Rainy,Night_Dark,7.67,Moderate
SC7995,Urban,Asphalt,7,0,260,Thunderstorm,Night_Dark,2.2,Low
SC7996,Rural,Concrete,7,7,263,Rainy,Night_Streetlights,2.13,Moderate
SC7997,Rural,Mud,14,11,409,Thunderstorm,Dusk,11.19,Extreme
SC7998,Urban,Mud,20,15,319,Rainy,Daylight,6.14,Extreme
SC7999,Urban,Asphalt,14,14,445,Thunderstorm,Night_Dark,3.62,Extreme
SC8000,Urban,Asphalt,8,5,101,Cloudy,Daylight,5.68,Moderate
SC8001,Rural,Dirt,20,2,218,Foggy,Daylight,10.64,Moderate
SC8002,Urban,Dirt,14,2,275,Rainy,Daylight,9.52,Moderate
SC8003,Urban,Concrete,8,0,221,Foggy,Dawn,10.83,Low
SC8004,Urban,Asphalt,14,4,221,Rainy,Night_Streetlights,2.2,Moderate
SC8005,Rural,Concrete,13,9,129,Foggy,Night_Streetlights,6.87,Moderate
SC8006,Urban,Gravel,11,1,153,Rainy,Night_Dark,11.6,Low
SC8007,Urban,Concrete,12,4,403,Thunderstorm,Dusk,6.99,Severe
SC8008,Urban,Concrete,14,1,413,Thunderstorm,Night_Streetlights,2.3,Moderate
SC8009,Rural,Concrete,14,1,177,Drizzle,Dawn,4.8,Moderate
SC8010,Rural,Dirt,10,3,216,Foggy,Night_Dark,8.74,Moderate
SC8011,Urban,Concrete,17,1,160,Rainy,Night_Dark,10.12,Moderate
SC8012,Rural,Gravel,16,11,54,Cloudy,Dusk,2.68,Severe
SC8013,Urban,Asphalt,16,4,162,Drizzle,Night_Dark,3.91,Moderate
SC8014,Rural,Gravel,7,6,143,Cloudy,Dawn,4.72,Moderate
SC8015,Urban,Dirt,14,4,172,Drizzle,Night_Dark,8.78,Moderate
SC8016,Urban,Mud,9,1,81,Drizzle,Dusk,3.37,Low
SC8017,Rural,Concrete,7,3,95,Clear,Night_Streetlights,8.35,Low
SC8018,Rural,Asphalt,9,1,51,Cloudy,Dawn,2.34,Low
SC8019,Rural,Dirt,16,4,120,Foggy,Night_Streetlights,2.4,Moderate
SC8020,Rural,Asphalt,15,9,144,Foggy,Night_Streetlights,5.47,Severe
SC8021,Rural,Gravel,17,4,103,Mist,Night_Dark,3.65,Moderate
SC8022,Rural,Asphalt,14,12,274,Thunderstorm,Dusk,6.6,Extreme
SC8023,Rural,Asphalt,20,6,403,Thunderstorm,Night_Streetlights,9.32,Severe
SC8024,Urban,Mud,6,3,81,Mist,Night_Streetlights,10.33,Low
SC8025,Rural,Gravel,15,6,135,Cloudy,Daylight,2.83,Moderate
SC8026,Urban,Gravel,19,15,2,Clear,Dusk,2.4,Severe
SC8027,Urban,Mud,19,12,96,Mist,Dawn,6.62,Severe
SC8028,Urban,Concrete,11,8,120,Drizzle,Dusk,6.6,Moderate
SC8029,Urban,Gravel,9,6,141,Foggy,Daylight,10.66,Moderate
SC8030,Urban,Gravel,14,8,173,Rainy,Daylight,6.55,Moderate
SC8031,Urban,Concrete,7,4,479,Thunderstorm,Dawn,11.49,Severe
SC8032,Rural,Gravel,5,1,255,Rainy,Dusk,2.56,Low
SC8033,Rural,Mud,7,5,168,Mist,Dusk,3.65,Moderate
SC8034,Rural,Concrete,8,0,35,Clear,Dawn,9.56,Low
SC8035,Urban,Concrete,6,4,69,Clear,Dusk,2.53,Low
SC8036,Urban,Mud,6,5,398,Thunderstorm,Dusk,10.39,Moderate
SC8037,Urban,Asphalt,20,12,144,Mist,Night_Dark,4.92,Severe
SC8038,Rural,Mud,14,2,121,Drizzle,Dusk,5.52,Moderate
SC8039,Rural,Dirt,16,14,205,Rainy,Night_Dark,5.66,Extreme
SC8040,Rural,Dirt,10,7,206,Drizzle,Daylight,5.41,Moderate
SC8041,Urban,Asphalt,9,6,162,Cloudy,Dusk,5.12,Moderate
SC8042,Urban,Gravel,10,1,358,Thunderstorm,Daylight,5.85,Moderate
SC8043,Rural,Mud,8,4,165,Cloudy,Daylight,2.76,Moderate
SC8044,Urban,Gravel,12,10,120,Mist,Dawn,6.57,Severe
SC8045,Rural,Dirt,8,2,164,Foggy,Daylight,2.51,Low
SC8046,Urban,Mud,11,6,137,Foggy,Night_Streetlights,9.54,Moderate
SC8047,Rural,Asphalt,11,3,199,Drizzle,Dusk,4.0,Moderate
SC8048,Rural,Gravel,11,0,318,Rainy,Night_Streetlights,9.17,Moderate
SC8049,Rural,Dirt,9,7,210,Foggy,Dusk,11.91,Moderate
SC8050,Rural,Gravel,7,5,423,Thunderstorm,Night_Dark,8.37,Severe
SC8051,Rural,Mud,12,11,175,Cloudy,Dawn,9.53,Severe
SC8052,Urban,Gravel,9,9,214,Drizzle,Dusk,10.54,Severe
SC8053,Rural,Concrete,18,3,105,Foggy,Night_Streetlights,6.6,Moderate
SC8054,Rural,Asphalt,8,5,317,Rainy,Dawn,5.53,Moderate
SC8055,Urban,Asphalt,8,8,253,Rainy,Dusk,6.01,Severe
SC8056,Rural,Mud,16,16,77,Clear,Dawn,2.28,Extreme
SC8057,Urban,Dirt,19,4,155,Mist,Night_Dark,6.56,Moderate
SC8058,Urban,Asphalt,18,16,107,Mist,Daylight,8.42,Extreme
SC8059,Rural,Gravel,10,0,149,Cloudy,Dusk,2.49,Low
SC8060,Urban,Asphalt,20,13,276,Rainy,Night_Dark,2.11,Extreme
SC8061,Urban,Gravel,17,17,112,Drizzle,Daylight,9.34,Extreme
SC8062,Rural,Asphalt,7,0,168,Mist,Night_Streetlights,3.31,Low
SC8063,Urban,Concrete,6,6,298,Rainy,Dawn,6.74,Moderate
SC8064,Urban,Concrete,16,4,110,Drizzle,Night_Streetlights,11.38,Moderate
SC8065,Urban,Concrete,14,8,406,Thunderstorm,Daylight,7.64,Severe
SC8066,Rural,Asphalt,11,1,233,Rainy,Dusk,3.38,Moderate
SC8067,Urban,Asphalt,17,6,178,Mist,Dusk,10.13,Moderate
SC8068,Rural,Asphalt,5,5,267,Thunderstorm,Night_Streetlights,7.66,Moderate
SC8069,Urban,Dirt,15,9,155,Drizzle,Dawn,5.62,Severe
SC8070,Urban,Concrete,12,1,138,Foggy,Dawn,5.59,Low
SC8071,Urban,Dirt,20,6,165,Foggy,Night_Dark,10.23,Moderate
SC8072,Rural,Concrete,15,8,168,Mist,Dawn,2.06,Severe
SC8073,Rural,Dirt,8,8,464,Thunderstorm,Night_Streetlights,8.82,Severe
SC8074,Rural,Concrete,8,3,72,Cloudy,Night_Streetlights,4.96,Low
SC8075,Urban,Gravel,14,8,416,Thunderstorm,Night_Dark,2.08,Severe
SC8076,Urban,Dirt,19,17,467,Thunderstorm,Dawn,4.5,Extreme
SC8077,Rural,Gravel,14,0,125,Drizzle,Night_Dark,3.32,Low
SC8078,Rural,Dirt,9,1,261,Rainy,Dawn,11.84,Moderate
SC8079,Rural,Dirt,9,5,295,Thunderstorm,Night_Streetlights,6.49,Moderate
SC8080,Rural,Concrete,16,3,89,Drizzle,Dusk,6.06,Moderate
SC8081,Rural,Dirt,7,0,188,Mist,Daylight,9.58,Low
SC8082,Urban,Mud,11,11,35,Clear,Night_Streetlights,4.95,Moderate
SC8083,Urban,Dirt,13,2,42,Clear,Night_Dark,6.44,Low
SC8084,Rural,Gravel,19,7,136,Cloudy,Daylight,4.11,Moderate
SC8085,Rural,Gravel,18,16,180,Cloudy,Dusk,10.39,Extreme
SC8086,Urban,Concrete,12,5,56,Cloudy,Dusk,3.84,Moderate
SC8087,Rural,Concrete,17,0,169,Rainy,Dusk,4.3,Moderate
SC8088,Rural,Gravel,12,7,477,Thunderstorm,Dawn,2.1,Severe
SC8089,Rural,Mud,15,4,100,Mist,Night_Streetlights,3.82,Moderate
SC8090,Urban,Asphalt,6,5,119,Mist,Dawn,2.12,Moderate
SC8091,Urban,Concrete,9,0,104,Mist,Dusk,4.26,Low
SC8092,Rural,Mud,14,5,197,Mist,Daylight,9.68,Moderate
SC8093,Rural,Concrete,6,1,274,Thunderstorm,Dawn,5.14,Moderate
SC8094,Urban,Dirt,17,12,206,Foggy,Daylight,7.66,Extreme
SC8095,Rural,Concrete,17,9,407,Thunderstorm,Dusk,2.71,Extreme
SC8096,Rural,Mud,8,3,179,Foggy,Dusk,4.94,Moderate
SC8097,Rural,Gravel,17,15,177,Cloudy,Daylight,3.9,Extreme
SC8098,Rural,Gravel,11,1,378,Thunderstorm,Daylight,8.47,Moderate
SC8099,Rural,Mud,18,12,29,Clear,Night_Streetlights,4.44,Severe
SC8100,Urban,Gravel,6,4,270,Thunderstorm,Night_Dark,2.97,Moderate
SC8101,Urban,Gravel,10,4,275,Rainy,Night_Dark,9.94,Moderate
SC8102,Urban,Dirt,13,10,396,Thunderstorm,Dusk,3.14,Extreme
SC8103,Urban,Gravel,16,8,376,Thunderstorm,Night_Streetlights,5.97,Severe
SC8104,Urban,Asphalt,13,9,124,Rainy,Night_Streetlights,6.58,Moderate
SC8105,Rural,Concrete,12,4,46,Clear,Daylight,6.13,Moderate
SC8106,Urban,Mud,15,13,134,Cloudy,Dusk,3.09,Severe
SC8107,Urban,Mud,6,4,126,Cloudy,Daylight,6.87,Moderate
SC8108,Rural,Asphalt,19,13,193,Foggy,Night_Streetlights,8.7,Extreme
SC8109,Urban,Dirt,11,3,126,Cloudy,Dusk,4.58,Moderate
SC8110,Rural,Gravel,17,6,250,Rainy,Night_Dark,7.87,Severe
SC8111,Urban,Gravel,8,4,414,Thunderstorm,Night_Dark,7.95,Moderate
SC8112,Urban,Dirt,10,9,262,Thunderstorm,Dusk,7.19,Severe
SC8113,Urban,Concrete,17,16,357,Thunderstorm,Dawn,6.48,Extreme
SC8114,Rural,Gravel,18,16,484,Thunderstorm,Night_Streetlights,6.5,Extreme
SC8115,Urban,Concrete,7,1,223,Rainy,Dawn,8.17,Low
SC8116,Urban,Gravel,9,6,176,Mist,Night_Dark,8.03,Moderate
SC8117,Rural,Asphalt,8,5,109,Mist,Dawn,9.2,Moderate
SC8118,Rural,Mud,16,8,99,Drizzle,Dawn,7.78,Moderate
SC8119,Rural,Mud,15,3,188,Mist,Night_Dark,3.22,Moderate
SC8120,Rural,Dirt,7,4,83,Cloudy,Night_Streetlights,3.42,Low
SC8121,Rural,Dirt,16,2,21,Clear,Dusk,10.35,Low
SC8122,Rural,Mud,11,10,367,Thunderstorm,Night_Dark,2.3,Extreme
SC8123,Urban,Asphalt,16,14,167,Mist,Daylight,4.76,Extreme
SC8124,Urban,Asphalt,14,10,74,Clear,Dawn,11.29,Moderate
SC8125,Rural,Gravel,9,8,80,Clear,Dawn,5.59,Moderate
SC8126,Rural,Mud,12,1,135,Cloudy,Night_Streetlights,2.53,Low
SC8127,Urban,Asphalt,18,14,113,Foggy,Night_Streetlights,4.69,Extreme
SC8128,Rural,Concrete,5,1,332,Thunderstorm,Night_Streetlights,4.79,Moderate
SC8129,Rural,Asphalt,10,3,172,Drizzle,Daylight,7.68,Moderate
SC8130,Rural,Mud,20,12,492,Thunderstorm,Night_Dark,8.23,Extreme
SC8131,Rural,Asphalt,14,1,124,Drizzle,Night_Dark,2.8,Low
SC8132,Rural,Concrete,6,2,152,Foggy,Night_Streetlights,9.57,Low
SC8133,Rural,Asphalt,9,3,135,Cloudy,Night_Streetlights,3.39,Moderate
SC8134,Urban,Gravel,8,3,252,Rainy,Dawn,9.95,Moderate
SC8135,Rural,Mud,20,3,55,Clear,Dusk,3.62,Moderate
SC8136,Rural,Mud,14,8,246,Rainy,Dusk,11.64,Severe
SC8137,Rural,Asphalt,8,4,176,Drizzle,Night_Streetlights,7.73,Moderate
SC8138,Urban,Gravel,16,12,434,Thunderstorm,Night_Dark,2.44,Extreme
SC8139,Rural,Dirt,18,14,212,Foggy,Dusk,7.27,Extreme
SC8140,Urban,Gravel,14,9,137,Mist,Daylight,9.66,Severe
SC8141,Urban,Concrete,17,2,78,Clear,Daylight,7.71,Moderate
SC8142,Urban,Concrete,12,12,258,Rainy,Dawn,11.25,Extreme
SC8143,Urban,Dirt,19,9,96,Mist,Dusk,10.67,Severe
SC8144,Rural,Concrete,19,16,102,Foggy,Daylight,8.75,Extreme
SC8145,Urban,Dirt,18,10,257,Rainy,Dawn,10.8,Severe
SC8146,Rural,Asphalt,8,2,90,Drizzle,Night_Streetlights,4.51,Low
SC8147,Rural,Dirt,17,10,191,Drizzle,Dusk,5.9,Severe
SC8148,Urban,Dirt,8,3,278,Rainy,Daylight,3.43,Moderate
SC8149,Urban,Concrete,14,12,96,Cloudy,Dawn,2.97,Severe
SC8150,Rural,Concrete,10,0,177,Foggy,Night_Dark,8.43,Low
SC8151,Urban,Dirt,7,2,179,Rainy,Dawn,4.01,Low
SC8152,Urban,Dirt,20,11,156,Mist,Night_Streetlights,2.07,Severe
SC8153,Urban,Concrete,9,9,139,Foggy,Night_Dark,10.88,Moderate
SC8154,Urban,Asphalt,5,5,123,Cloudy,Night_Streetlights,5.21,Moderate
SC8155,Rural,Dirt,15,1,198,Mist,Dawn,9.24,Moderate
SC8156,Rural,Dirt,7,3,139,Foggy,Dawn,7.39,Moderate
SC8157,Rural,Concrete,14,9,161,Foggy,Night_Streetlights,7.46,Severe
SC8158,Rural,Concrete,7,3,240,Foggy,Daylight,2.14,Moderate
SC8159,Urban,Asphalt,11,3,161,Cloudy,Night_Dark,9.5,Moderate
SC8160,Rural,Concrete,6,2,63,Clear,Dusk,8.73,Low
SC8161,Rural,Asphalt,7,5,217,Drizzle,Night_Streetlights,3.08,Moderate
SC8162,Urban,Asphalt,14,10,19,Clear,Night_Streetlights,9.99,Moderate
SC8163,Urban,Mud,7,7,179,Cloudy,Daylight,7.79,Moderate
SC8164,Urban,Gravel,6,0,196,Mist,Daylight,9.95,Low
SC8165,Urban,Mud,10,3,18,Clear,Night_Streetlights,9.27,Low
