scenario_id,road_environment,road_type,weather,lighting,vehicle_speed,true_depth,water_depth,true_ntu,ntu,severity,lidar,lidar_error,R_lidar,ultrasonic,ultrasonic_error,surface_echo,bottom_echo,R_ultrasonic,radar,radar_error,snr,rcs,clutter_probability,R_radar,imu_pitch,imu_roll,imu_acceleration,R_imu,water_state,R_water,water_contact
SC9445,Rural,Concrete,Cloudy,Night_Streetlights,6.78,11,7,138,138.31,Moderate,12.53,1.53,0.5110458330211022,10.98,-0.02,0.34,0.66,0.5568187789536133,11.09,0.09,22.96,0.7557837414557255,0.218,0.91219108371625,0.841,3.8,9.558,0.977,Flooded Pothole,0.95,True
SC9446,Urban,Asphalt,Drizzle,Dawn,6.95,5,5,196,204.16,Moderate,4.84,-0.16,0.5083139553288007,4.96,-0.04,0.3,0.7,0.6024955834975404,4.93,-0.07,23.81,0.8187307530779818,0.191,0.9361759709272016,2.239,0.627,10.145,0.981,Flooded Pothole,0.95,True
SC9447,Urban,Mud,Cloudy,Night_Streetlights,4.91,10,6,66,57.16,Moderate,10.6,0.6,0.6117350592038139,10.18,0.18,0.32,0.68,0.5794577764970238,10.34,0.34,25.23,0.7866278610665535,0.181,0.9264624397708654,2.18,-0.022,10.292,0.966,Flooded Pothole,0.95,True
SC9448,Rural,Gravel,Drizzle,Dusk,10.92,16,14,169,153.65,Extreme,15.1,-0.9,0.3513965222919289,1.96,-14.04,0.48,0.52,0.40904648775460783,16.36,0.36,13.63,0.5712090638488149,0.3,0.5828217430748781,0.447,2.854,9.784,0.951,Flooded Pothole,0.95,True
SC9449,Urban,Asphalt,Clear,Daylight,8.09,18,13,71,71.11,Severe,18.72,0.72,0.42156723526112694,17.88,-0.12,0.46,0.54,0.4290481453518004,18.31,0.31,14.24,0.5945205479701944,0.3,0.6416081812086193,5.464,1.07,9.762,0.978,Flooded Pothole,0.95,True
SC9450,Rural,Dirt,Thunderstorm,Daylight,11.35,20,10,363,354.83,Extreme,19.76,-0.24,0.3110728966176427,20.06,0.06,0.4,0.6,0.49123845184678905,19.92,-0.08,17.41,0.6703200460356393,0.3,0.826852440967241,4.669,0.081,9.3,0.929,Flooded Pothole,0.95,True
SC9451,Urban,Gravel,Cloudy,Dusk,8.79,16,4,75,76.01,Moderate,16.37,0.37,0.6559858896167169,11.63,-4.37,0.28,0.72,0.6259379294871402,16.19,0.19,25.0,0.8521437889662113,0.145,0.949435636212281,2.577,0.364,9.626,0.956,Flooded Pothole,0.95,True
SC9452,Urban,Gravel,Thunderstorm,Night_Dark,4.76,20,18,314,316.1,Extreme,20.6,0.6,0.22184862479099127,1.88,-18.12,0.56,0.44,0.3325448462405192,20.73,0.73,8.51,0.4867522559599717,0.3,0.11915077630058875,6.961,4.31,9.257,0.976,Flooded Pothole,0.95,True
SC9453,Urban,Gravel,Clear,Dusk,10.62,18,13,67,54.56,Severe,18.83,0.83,0.43287944835870934,4.95,-13.05,0.46,0.54,0.4290481453518004,18.18,0.18,16.87,0.5945205479701944,0.3,0.7824142419488006,-0.39,1.902,9.433,0.958,Flooded Pothole,0.95,True
SC9454,Urban,Gravel,Rainy,Daylight,10.48,16,8,204,208.12,Severe,16.37,0.37,0.4347465766823101,15.96,-0.04,0.36,0.64,0.5345729353032141,16.56,0.56,21.13,0.7261490370736909,0.252,0.8951437957462867,2.639,-1.108,10.015,0.955,Flooded Pothole,0.95,True
SC9455,Urban,Concrete,Thunderstorm,Daylight,10.54,13,0,458,459.05,Moderate,12.89,-0.11,0.434100154833335,12.87,-0.13,0.0,1.0,1.0,12.63,-0.37,32.28,1.0,0.142,0.9976317211106785,0.158,3.809,9.663,0.969,Dry,0.98,False
SC9456,Urban,Concrete,Foggy,Night_Dark,10.81,7,2,141,137.1,Low,7.1,0.1,0.6574674643716385,6.98,-0.02,0.24,0.76,0.6740595319050396,7.21,0.21,26.45,0.9231163463866358,0.117,0.9737314147964443,2.835,1.928,10.23,0.971,Shallow Puddle,0.9,True
SC9457,Rural,Mud,Cloudy,Night_Dark,11.83,19,3,130,131.29,Moderate,19.41,0.41,0.6312432446464549,15.58,-3.42,0.26,0.74,0.6497906188812154,19.06,0.06,26.77,0.8869204367171575,0.136,0.9618995601113911,2.382,4.087,10.159,0.908,Flooded Pothole,0.95,True
SC9458,Urban,Asphalt,Cloudy,Daylight,8.63,14,1,129,129.58,Low,14.08,0.08,0.6995430099934011,14.1,0.1,0.22,0.78,0.42381367787810986,13.88,-0.12,28.54,0.9607894391523232,0.096,0.9863064136946641,2.36,-0.706,9.677,0.971,Shallow Puddle,0.9,True
SC9459,Urban,Mud,Clear,Night_Dark,6.42,14,0,15,14.43,Low,13.78,-0.22,0.884185850782284,14.35,0.35,0.0,1.0,1.0,13.78,-0.22,31.86,1.0,0.053,0.9991285996737962,7.017,0.446,10.529,0.951,Dry,0.98,False
SC9460,Rural,Dirt,Foggy,Dawn,3.4,10,8,151,155.0,Moderate,10.75,0.75,0.4733122312097393,10.01,0.01,0.36,0.64,0.5345729353032141,10.28,0.28,19.73,0.7261490370736909,0.241,0.8860854707016391,3.61,1.629,10.128,0.973,Flooded Pothole,0.95,True
SC9461,Rural,Mud,Thunderstorm,Dawn,9.16,8,0,401,402.96,Moderate,8.04,0.04,0.4748596463400933,7.97,-0.03,0.0,1.0,1.0,8.02,0.02,28.58,1.0,0.131,0.9976152697572978,3.548,3.09,9.285,0.921,Dry,0.98,False
SC9462,Urban,Dirt,Mist,Daylight,2.73,14,9,88,84.68,Moderate,15.08,1.08,0.5038442935560623,14.43,0.43,0.38,0.62,0.5127146630448847,14.11,0.11,20.45,0.697676326071031,0.247,0.8808796046804117,2.678,2.659,9.967,0.978,Flooded Pothole,0.95,True
SC9463,Urban,Dirt,Thunderstorm,Dusk,6.53,19,17,446,447.26,Extreme,19.99,0.99,0.18907415242406106,2.16,-16.84,0.54,0.46,0.3511545673949525,19.37,0.37,11.91,0.5066169923655895,0.3,0.39641252527962373,6.168,1.722,9.161,0.967,Flooded Pothole,0.95,True
SC9464,Urban,Dirt,Foggy,Night_Streetlights,6.41,13,11,199,194.58,Severe,15.13,2.13,0.382384741705012,13.02,0.02,0.42,0.58,0.4701388626627085,13.37,0.37,16.19,0.6440364210831414,0.3,0.7761062725241729,0.914,-0.127,10.384,0.966,Flooded Pothole,0.95,True
SC9465,Urban,Concrete,Mist,Night_Streetlights,9.66,9,1,199,202.08,Low,9.39,0.39,0.6229257180300599,9.08,0.08,0.22,0.78,0.42381367787810986,8.93,-0.07,24.75,0.9607894391523232,0.11,0.984645931377689,-1.57,0.195,9.291,0.971,Shallow Puddle,0.9,True
SC9466,Urban,Dirt,Clear,Night_Dark,9.85,9,7,77,68.02,Moderate,9.32,0.32,0.571876625815687,9.05,0.05,0.34,0.66,0.5568187789536133,8.92,-0.08,20.56,0.7557837414557255,0.204,0.903730754437774,3.15,3.228,9.859,0.953,Flooded Pothole,0.95,True
SC9467,Rural,Asphalt,Mist,Night_Dark,4.91,13,13,130,131.48,Severe,13.37,0.37,0.3827520073163363,0.0,-13.0,0.46,0.54,0.4290481453518004,12.59,-0.41,13.13,0.5945205479701944,0.3,0.5425743369984917,-1.255,1.975,10.163,0.982,Flooded Pothole,0.95,True
SC9468,Rural,Mud,Cloudy,Dusk,3.91,16,14,149,153.66,Extreme,15.85,-0.15,0.35139089999255074,16.1,0.1,0.48,0.52,0.40904648775460783,16.38,0.38,12.01,0.5712090638488149,0.3,0.42145178347022566,4.623,1.93,10.106,0.969,Flooded Pothole,0.95,True
SC9469,Rural,Gravel,Cloudy,Dawn,5.66,7,1,105,102.78,Low,7.46,0.46,0.7301918289329088,7.18,0.18,0.22,0.78,0.42381367787810986,6.92,-0.08,26.37,0.9607894391523232,0.091,0.9858950319238601,-1.944,-0.283,10.052,0.96,Shallow Puddle,0.9,True
SC9470,Urban,Mud,Drizzle,Night_Dark,5.2,17,15,150,156.27,Extreme,17.84,0.84,0.3328604319938293,2.12,-14.88,0.5,0.5,0.38940039153570244,17.26,0.26,10.22,0.5488116360940265,0.3,0.24184596484358664,4.457,2.164,9.942,0.969,Flooded Pothole,0.95,True
SC9471,Rural,Gravel,Cloudy,Dawn,10.73,11,2,78,79.96,Low,11.07,0.07,0.7204091244138975,11.09,0.09,0.24,0.76,0.6740595319050396,11.11,0.11,29.06,0.9231163463866358,0.106,0.9744327334327401,-2.451,3.097,9.101,0.937,Shallow Puddle,0.9,True
SC9472,Rural,Gravel,Clear,Daylight,4.19,18,16,23,25.99,Extreme,18.6,0.6,0.39000957066222436,2.09,-15.91,0.52,0.48,0.3701047611857118,18.1,0.1,9.86,0.5272924240430485,0.3,0.20965082822765455,7.637,3.621,9.146,0.974,Flooded Pothole,0.95,True
SC9473,Urban,Concrete,Foggy,Dawn,10.55,14,6,100,98.15,Moderate,14.46,0.46,0.5729023475012904,14.1,0.1,0.32,0.68,0.5794577764970238,13.88,-0.12,21.19,0.7866278610665535,0.19,0.9182712347779058,1.192,1.671,9.271,0.973,Flooded Pothole,0.95,True
SC9474,Rural,Gravel,Mist,Night_Streetlights,3.33,14,0,140,131.62,Low,13.56,-0.44,0.7330128841242233,13.92,-0.08,0.0,1.0,1.0,13.94,-0.06,29.58,1.0,0.076,0.9986509161218456,2.354,3.226,10.146,0.969,Dry,0.98,False
SC9475,Urban,Mud,Thunderstorm,Dawn,8.05,20,19,409,402.97,Extreme,18.57,-1.43,0.18364476728302698,1.04,-18.96,0.58,0.42,0.3142706983829974,20.05,0.05,8.13,0.4676664270099092,0.3,0.09992840655939708,3.053,2.251,10.457,0.959,Flooded Pothole,0.95,True
SC9476,Rural,Asphalt,Foggy,Dawn,5.19,13,8,120,124.08,Moderate,13.53,0.53,0.49731681561921004,13.02,0.02,0.36,0.64,0.5345729353032141,13.18,0.18,22.54,0.7261490370736909,0.235,0.900137702160432,4.599,0.589,10.052,0.979,Flooded Pothole,0.95,True
SC9477,Rural,Concrete,Rainy,Dawn,11.08,7,5,308,304.62,Moderate,7.73,0.73,0.43283789392631156,6.91,-0.09,0.3,0.7,0.6024955834975404,7.05,0.05,25.6,0.8187307530779818,0.211,0.9373268174231313,1.238,1.836,9.509,0.971,Flooded Pothole,0.95,True
SC9478,Rural,Dirt,Mist,Dawn,6.26,19,6,176,174.63,Moderate,18.82,-0.18,0.5069169984180998,12.86,-6.14,0.32,0.68,0.5794577764970238,19.05,0.05,24.61,0.7866278610665535,0.205,0.925593023237878,-0.107,5.949,9.615,0.952,Flooded Pothole,0.95,True
SC9479,Urban,Concrete,Clear,Dusk,10.41,6,6,50,52.66,Moderate,6.02,0.02,0.616155445926228,0.0,-6.0,0.32,0.68,0.5794577764970238,5.84,-0.16,21.72,0.7866278610665535,0.181,0.9205691494310376,1.659,-0.403,9.866,0.979,Flooded Pothole,0.95,True
SC9480,Urban,Concrete,Cloudy,Night_Streetlights,11.81,10,10,179,184.76,Severe,10.32,0.32,0.4083559738684723,10.32,0.32,0.4,0.6,0.49123845184678905,10.3,0.3,19.39,0.6703200460356393,0.287,0.8609902257951363,-1.648,2.939,9.234,0.977,Flooded Pothole,0.95,True
SC9481,Rural,Mud,Foggy,Night_Dark,4.12,7,1,121,112.65,Low,7.19,0.19,0.7187512124392498,6.82,-0.18,0.22,0.78,0.42381367787810986,6.71,-0.29,28.62,0.9607894391523232,0.093,0.986366292420044,2.706,0.89,9.534,0.958,Shallow Puddle,0.9,True
SC9482,Urban,Dirt,Rainy,Night_Streetlights,10.98,7,6,237,241.17,Moderate,7.41,0.41,0.45572213876834944,7.01,0.01,0.32,0.68,0.5794577764970238,6.46,-0.54,22.57,0.7866278610665535,0.218,0.9223787342546473,3.714,2.887,9.957,0.951,Flooded Pothole,0.95,True
SC9483,Rural,Mud,Foggy,Night_Streetlights,5.81,19,16,117,116.27,Extreme,19.86,0.86,0.3375532511265432,18.84,-0.16,0.52,0.48,0.3701047611857118,19.24,0.24,10.04,0.5272924240430485,0.3,0.22400664677156987,5.946,3.888,10.052,0.959,Flooded Pothole,0.95,True
SC9484,Rural,Dirt,Rainy,Dawn,9.95,13,1,230,228.5,Moderate,13.35,0.35,0.5971422017900667,11.64,-1.36,0.22,0.78,0.42381367787810986,13.13,0.13,26.77,0.9607894391523232,0.116,0.9856096954110495,-1.617,1.935,10.194,0.926,Shallow Puddle,0.9,True
SC9485,Rural,Concrete,Mist,Dusk,6.45,20,1,86,89.28,Moderate,20.04,0.04,0.7461355446810918,19.98,-0.02,0.22,0.78,0.42381367787810986,19.61,-0.39,27.91,0.9607894391523232,0.088,0.9863457972583879,4.79,-0.648,9.492,0.973,Shallow Puddle,0.9,True
SC9486,Urban,Concrete,Thunderstorm,Daylight,9.27,19,2,420,418.95,Severe,20.13,1.13,0.4188175061999112,18.99,-0.01,0.24,0.76,0.6740595319050396,18.87,-0.13,28.85,0.9231163463866358,0.174,0.9732327610046837,4.662,5.149,8.973,0.972,Shallow Puddle,0.9,True
SC9487,Urban,Concrete,Thunderstorm,Dusk,8.51,8,7,477,474.47,Severe,9.16,1.16,0.29845025797058533,8.04,0.04,0.34,0.66,0.5568187789536133,8.3,0.3,22.5,0.7557837414557255,0.285,0.9099908645704252,4.413,2.181,9.37,0.98,Flooded Pothole,0.95,True
SC9488,Rural,Asphalt,Thunderstorm,Daylight,9.95,19,7,277,281.48,Severe,19.2,0.2,0.40642006963208266,19.09,0.09,0.34,0.66,0.5568187789536133,19.43,0.43,21.86,0.7557837414557255,0.246,0.9089224570779911,3.72,1.073,9.673,0.967,Flooded Pothole,0.95,True
SC9489,Urban,Dirt,Thunderstorm,Dusk,4.59,9,8,464,462.01,Severe,10.63,1.63,0.28961118412503434,9.1,0.1,0.36,0.64,0.5345729353032141,8.88,-0.12,23.0,0.7261490370736909,0.3,0.899894235644964,-1.914,0.094,9.859,0.973,Flooded Pothole,0.95,True
SC9490,Rural,Dirt,Foggy,Night_Streetlights,10.44,7,7,228,221.98,Moderate,7.62,0.62,0.44701282209664595,7.17,0.17,0.34,0.66,0.5568187789536133,7.23,0.23,20.25,0.7557837414557255,0.234,0.9011426892874239,2.25,1.835,9.651,0.945,Flooded Pothole,0.95,True
SC9491,Rural,Asphalt,Drizzle,Night_Dark,2.17,16,3,112,105.8,Moderate,16.29,0.29,0.6575200638727402,16.11,0.11,0.26,0.74,0.6497906188812154,15.84,-0.16,26.85,0.8869204367171575,0.131,0.962007936336833,-2.105,4.237,9.641,0.981,Flooded Pothole,0.95,True
SC9492,Urban,Asphalt,Mist,Night_Streetlights,2.13,20,7,140,132.71,Moderate,20.82,0.82,0.5156453788788802,19.91,-0.09,0.34,0.66,0.5568187789536133,19.97,-0.03,22.9,0.7557837414557255,0.217,0.9120934007131222,3.663,6.662,9.52,0.983,Flooded Pothole,0.95,True
SC9493,Rural,Gravel,Foggy,Night_Dark,11.08,19,15,125,128.86,Extreme,19.75,0.75,0.3477831936882162,19.15,0.15,0.5,0.5,0.38940039153570244,19.11,0.11,14.17,0.5488116360940265,0.3,0.6209515927385054,9.303,6.636,9.295,0.948,Flooded Pothole,0.95,True
SC9494,Urban,Gravel,Thunderstorm,Night_Streetlights,5.57,8,2,425,416.45,Moderate,8.13,0.13,0.4204961312366181,7.98,-0.02,0.24,0.76,0.6740595319050396,7.96,-0.04,28.35,0.9231163463866358,0.173,0.9731901279448365,1.399,0.428,9.236,0.967,Shallow Puddle,0.9,True
SC9495,Urban,Mud,Cloudy,Night_Dark,6.2,7,7,104,105.07,Moderate,7.68,0.68,0.5389610360598285,6.82,-0.18,0.34,0.66,0.5568187789536133,7.78,0.78,22.03,0.7557837414557255,0.211,0.910077233696239,2.354,1.336,9.741,0.966,Flooded Pothole,0.95,True
SC9496,Rural,Dirt,Cloudy,Dawn,11.1,15,2,70,68.97,Low,15.2,0.2,0.7331888283288732,14.92,-0.08,0.24,0.76,0.6740595319050396,15.03,0.03,28.47,0.9231163463866358,0.104,0.9744000546265896,4.599,0.55,9.113,0.921,Shallow Puddle,0.9,True
SC9497,Rural,Concrete,Clear,Dawn,9.12,7,2,67,54.99,Low,7.06,0.06,0.749773588520487,6.95,-0.05,0.24,0.76,0.6740595319050396,7.3,0.3,28.89,0.9231163463866358,0.101,0.9744988361990257,3.064,1.426,9.604,0.97,Shallow Puddle,0.9,True
SC9498,Rural,Dirt,Drizzle,Night_Streetlights,11.77,16,6,134,141.5,Moderate,16.55,0.55,0.5345125868305564,10.02,-5.98,0.32,0.68,0.5794577764970238,16.07,0.07,24.48,0.7866278610665535,0.198,0.9256029461045548,5.521,3.835,10.583,0.923,Flooded Pothole,0.95,True
SC9499,Rural,Dirt,Cloudy,Daylight,6.36,18,9,91,99.75,Severe,18.5,0.5,0.49184089447673,17.91,-0.09,0.38,0.62,0.5127146630448847,18.47,0.47,19.79,0.697676326071031,0.25,0.8758906566338707,6.047,5.518,9.11,0.954,Flooded Pothole,0.95,True
SC9500,Rural,Dirt,Rainy,Daylight,11.24,5,0,187,190.41,Low,4.96,-0.04,0.6672062903496193,4.86,-0.14,0.0,1.0,1.0,4.94,-0.06,29.53,1.0,0.088,0.9984476791360184,-1.092,2.956,10.048,0.917,Dry,0.98,False
SC9501,Rural,Concrete,Mist,Daylight,4.68,20,19,166,160.73,Extreme,20.24,0.24,0.2705852698151539,19.78,-0.22,0.58,0.42,0.3142706983829974,20.19,0.19,7.7,0.4676664270099092,0.3,0.08261333273254798,1.648,3.999,10.078,0.983,Flooded Pothole,0.95,True
SC9502,Urban,Gravel,Rainy,Dawn,9.26,17,4,316,317.33,Moderate,17.01,0.01,0.4458699327945551,16.96,-0.04,0.28,0.72,0.6259379294871402,17.31,0.31,23.16,0.8521437889662113,0.193,0.9464540205723498,7.433,5.038,9.264,0.955,Flooded Pothole,0.95,True
SC9503,Rural,Dirt,Drizzle,Night_Streetlights,2.28,14,8,191,191.42,Severe,13.99,-0.01,0.4465195922540208,6.53,-7.47,0.36,0.64,0.5345729353032141,14.51,0.51,18.74,0.7261490370736909,0.248,0.8744620503164506,-2.254,2.458,10.438,0.976,Flooded Pothole,0.95,True
SC9504,Rural,Gravel,Drizzle,Dawn,6.01,12,1,85,78.18,Low,12.28,0.28,0.7595052838191015,12.27,0.27,0.22,0.78,0.42381367787810986,12.05,0.05,29.06,0.9607894391523232,0.086,0.9865301486663184,0.875,0.504,10.241,0.957,Shallow Puddle,0.9,True
SC9505,Urban,Dirt,Mist,Daylight,5.04,20,4,158,158.95,Moderate,20.29,0.29,0.574462763089646,16.06,-3.94,0.28,0.72,0.6259379294871402,19.88,-0.12,23.74,0.8521437889662113,0.162,0.9478952277574406,5.201,4.561,10.223,0.964,Flooded Pothole,0.95,True
SC9506,Urban,Asphalt,Mist,Dusk,7.92,18,0,156,156.55,Moderate,18.55,0.55,0.704349920602729,18.12,0.12,0.0,1.0,1.0,17.84,-0.16,29.62,1.0,0.081,0.9985711917503288,3.235,-0.26,10.627,0.972,Dry,0.98,False
SC9507,Rural,Asphalt,Thunderstorm,Night_Dark,2.72,5,3,391,394.64,Moderate,6.16,1.16,0.4141926811592167,5.27,0.27,0.26,0.74,0.6497906188812154,4.96,-0.04,27.64,0.8869204367171575,0.189,0.9611798994513278,2.391,2.208,9.491,0.983,Shallow Puddle,0.9,True
SC9508,Rural,Dirt,Thunderstorm,Night_Dark,4.04,16,0,496,497.25,Moderate,15.93,-0.07,0.40836250761632403,16.01,0.01,0.0,1.0,1.0,16.59,0.59,27.89,1.0,0.149,0.9971925956954906,5.68,3.757,10.146,0.96,Dry,0.98,False
SC9509,Urban,Dirt,Mist,Daylight,6.75,18,5,109,111.34,Moderate,18.91,0.91,0.5896984349239346,18.21,0.21,0.3,0.7,0.6024955834975404,18.1,0.1,22.86,0.8187307530779818,0.172,0.934962072896775,6.773,3.2,9.833,0.957,Flooded Pothole,0.95,True
SC9510,Rural,Asphalt,Mist,Dusk,9.2,11,2,103,106.88,Low,11.65,0.65,0.6900384212293379,10.92,-0.08,0.24,0.76,0.6740595319050396,11.05,0.05,27.29,0.9231163463866358,0.111,0.9740754460695563,2.944,0.926,10.032,0.967,Shallow Puddle,0.9,True
SC9511,Urban,Asphalt,Rainy,Night_Dark,11.22,13,6,299,295.93,Severe,13.1,0.1,0.41749279179581333,13.02,0.02,0.32,0.68,0.5794577764970238,12.8,-0.2,21.18,0.7866278610665535,0.229,0.9175383176025277,4.719,3.111,9.401,0.971,Flooded Pothole,0.95,True
SC9512,Urban,Gravel,Rainy,Night_Dark,7.95,11,7,205,200.55,Moderate,11.49,0.49,0.46260579603719737,10.78,-0.22,0.34,0.66,0.5568187789536133,10.53,-0.47,23.66,0.7557837414557255,0.23,0.9130974852926731,4.415,2.46,10.016,0.964,Flooded Pothole,0.95,True
SC9513,Rural,Gravel,Foggy,Night_Streetlights,4.14,6,6,136,130.93,Moderate,6.21,0.21,0.5436291359497071,6.14,0.14,0.32,0.68,0.5794577764970238,5.73,-0.27,20.64,0.7866278610665535,0.196,0.9152698832984659,3.122,-0.665,10.219,0.976,Flooded Pothole,0.95,True
SC9514,Rural,Asphalt,Mist,Dawn,5.77,6,5,122,118.84,Moderate,6.68,0.68,0.5826643426672917,6.0,0.0,0.3,0.7,0.6024955834975404,6.0,0.0,23.56,0.8187307530779818,0.174,0.9361339822643,-0.883,0.964,10.002,0.979,Flooded Pothole,0.95,True
SC9515,Urban,Asphalt,Rainy,Night_Streetlights,7.25,14,1,215,217.81,Moderate,14.74,0.74,0.6074435681599092,14.45,0.45,0.22,0.78,0.42381367787810986,13.98,-0.02,31.09,0.9607894391523232,0.114,0.9861848106995439,0.376,1.026,10.379,0.973,Shallow Puddle,0.9,True
SC9516,Rural,Dirt,Mist,Daylight,8.33,14,11,82,87.0,Severe,14.53,0.53,0.45420801638765196,2.34,-11.66,0.42,0.58,0.4701388626627085,14.26,0.26,17.34,0.6440364210831414,0.287,0.8153906949802886,1.264,1.388,9.515,0.95,Flooded Pothole,0.95,True
SC9517,Rural,Dirt,Thunderstorm,Dawn,2.17,15,11,479,478.01,Extreme,14.87,-0.13,0.24297031587411408,15.3,0.3,0.42,0.58,0.4701388626627085,15.4,0.4,13.77,0.6440364210831414,0.3,0.6169838719476953,3.673,2.573,10.603,0.978,Flooded Pothole,0.95,True
SC9518,Rural,Gravel,Rainy,Dusk,8.26,14,9,216,214.59,Severe,14.74,0.74,0.40928481340325845,5.4,-8.6,0.38,0.62,0.5127146630448847,14.27,0.27,19.34,0.697676326071031,0.273,0.8711009864671493,-1.183,0.568,9.719,0.956,Flooded Pothole,0.95,True
SC9519,Urban,Mud,Clear,Dusk,3.66,8,6,39,42.31,Moderate,7.73,-0.27,0.6264439336696033,7.7,-0.3,0.32,0.68,0.5794577764970238,8.21,0.21,21.31,0.7866278610665535,0.178,0.9190123384149398,-1.472,-0.02,9.333,0.973,Flooded Pothole,0.95,True
SC9520,Urban,Gravel,Thunderstorm,Dusk,4.91,11,6,343,353.61,Severe,10.72,-0.28,0.38068767145614335,4.94,-6.06,0.32,0.68,0.5794577764970238,11.17,0.17,27.1,0.7866278610665535,0.241,0.9261476450244737,5.412,3.695,9.855,0.972,Flooded Pothole,0.95,True
SC9521,Urban,Gravel,Foggy,Dawn,8.41,18,1,112,110.03,Moderate,17.83,-0.17,0.7217705416142254,17.83,-0.17,0.22,0.78,0.42381367787810986,18.05,0.05,29.24,0.9607894391523232,0.092,0.986447591732456,-1.257,2.771,9.016,0.955,Shallow Puddle,0.9,True
SC9522,Urban,Concrete,Rainy,Dusk,8.19,18,15,272,266.34,Extreme,17.38,-0.62,0.2791114819747387,3.32,-14.68,0.5,0.5,0.38940039153570244,17.8,-0.2,9.42,0.5488116360940265,0.3,0.17932452421046532,-1.107,2.58,10.375,0.98,Flooded Pothole,0.95,True
SC9523,Rural,Dirt,Cloudy,Dusk,10.9,12,4,74,73.26,Moderate,12.09,0.09,0.6588785867979459,12.29,0.29,0.28,0.72,0.6259379294871402,12.27,0.27,25.53,0.8521437889662113,0.145,0.949767547960629,2.487,0.65,9.202,0.927,Flooded Pothole,0.95,True
SC9524,Urban,Mud,Thunderstorm,Dusk,9.05,6,4,406,403.15,Moderate,6.53,0.53,0.38866402402985645,1.69,-4.31,0.28,0.72,0.6259379294871402,6.41,0.41,26.91,0.8521437889662113,0.211,0.9491499491756804,3.248,2.951,9.45,0.949,Flooded Pothole,0.95,True
SC9525,Rural,Dirt,Mist,Night_Dark,6.07,17,3,118,115.07,Moderate,16.98,-0.02,0.6478396933762901,17.23,0.23,0.26,0.74,0.6497906188812154,17.31,0.31,28.97,0.8869204367171575,0.133,0.9623487226657321,5.874,2.054,10.014,0.951,Shallow Puddle,0.9,True
SC9526,Urban,Concrete,Mist,Dawn,7.38,12,10,128,128.34,Severe,12.25,0.25,0.4469341547628854,1.95,-10.05,0.4,0.6,0.49123845184678905,11.83,-0.17,18.68,0.6703200460356393,0.276,0.8523781701043,1.355,1.471,9.848,0.98,Flooded Pothole,0.95,True
SC9527,Rural,Gravel,Drizzle,Dawn,6.73,10,2,210,205.38,Moderate,10.52,0.52,0.5894248783201699,8.0,-2.0,0.24,0.76,0.6740595319050396,10.7,0.7,25.43,0.9231163463866358,0.131,0.9730221360953657,2.611,1.63,9.23,0.956,Shallow Puddle,0.9,True
SC9528,Urban,Dirt,Mist,Dusk,6.74,13,4,198,198.12,Moderate,13.55,0.55,0.5395650105828128,8.82,-4.18,0.28,0.72,0.6259379294871402,13.17,0.17,24.38,0.8521437889662113,0.17,0.9484874823814549,-1.019,0.326,9.777,0.958,Flooded Pothole,0.95,True
SC9529,Rural,Asphalt,Foggy,Dusk,4.54,7,3,113,114.46,Low,7.16,0.16,0.6484722935757061,7.02,0.02,0.26,0.74,0.6497906188812154,7.01,0.01,26.35,0.8869204367171575,0.133,0.9618112366773479,-0.265,1.45,10.196,0.978,Flooded Pothole,0.95,True
SC9530,Urban,Mud,Foggy,Night_Streetlights,5.17,9,8,159,156.63,Moderate,9.0,0.0,0.4720794411677111,9.05,0.05,0.36,0.64,0.5345729353032141,9.01,0.01,19.36,0.7261490370736909,0.241,0.8824035686889985,3.115,0.498,9.878,0.969,Flooded Pothole,0.95,True
SC9531,Rural,Gravel,Clear,Dusk,7.87,10,7,4,5.72,Moderate,10.16,0.16,0.6318192010817862,3.47,-6.53,0.34,0.66,0.5568187789536133,10.43,0.43,23.68,0.7557837414557255,0.191,0.9138083944342178,-1.298,1.771,10.09,0.959,Flooded Pothole,0.95,True
SC9532,Urban,Asphalt,Mist,Daylight,9.86,7,2,122,128.67,Low,7.48,0.48,0.6663954605849625,6.97,-0.03,0.24,0.76,0.6740595319050396,6.72,-0.28,26.06,0.9231163463866358,0.116,0.9735957608593107,-0.225,2.412,9.566,0.971,Shallow Puddle,0.9,True
SC9533,Rural,Mud,Cloudy,Dusk,9.2,11,10,84,80.62,Moderate,11.94,0.94,0.4823949992596833,1.08,-9.92,0.4,0.6,0.49123845184678905,10.98,-0.02,21.48,0.6703200460356393,0.266,0.8751167307020671,0.883,-0.111,9.833,0.943,Flooded Pothole,0.95,True
SC9534,Urban,Gravel,Cloudy,Night_Streetlights,11.56,18,12,95,97.67,Severe,18.89,0.89,0.42474257476808563,17.92,-0.08,0.44,0.56,0.449410526858988,17.97,-0.03,15.08,0.6187833918061408,0.3,0.7091883295484606,4.399,3.653,9.959,0.954,Flooded Pothole,0.95,True
SC9535,Rural,Asphalt,Foggy,Dusk,10.43,17,13,111,111.32,Severe,18.45,1.45,0.39529933142157064,3.64,-13.36,0.46,0.54,0.4290481453518004,17.44,0.44,14.22,0.5945205479701944,0.3,0.6400257466684145,0.938,0.259,10.163,0.971,Flooded Pothole,0.95,True
