scenario_id,road_environment,road_type,weather,lighting,vehicle_speed,true_depth,water_depth,true_ntu,ntu,severity,lidar,lidar_error,R_lidar,ultrasonic,ultrasonic_error,surface_echo,bottom_echo,measurement_type,bottom_confidence,echo_ambiguity,R_ultrasonic,radar,radar_error,snr,rcs,clutter_probability,R_radar,imu_pitch,imu_roll,imu_acceleration,R_imu,water_state,R_water,water_contact,surface_sigma,bottom_sigma
SC29339,Rural,Concrete,Foggy,Daylight,3.37,13.0,3.0,156.0,165.03,Moderate,12.95,-0.05,0.596,12.91,-0.09,0.263,0.711,Bottom,0.598,0.552,0.533,13.24,0.24,26.45,0.8869204367171575,0.143,0.873,7.299,0.785,9.986,0.98,Flooded Pothole,0.95,True,0.366,0.172
SC29340,Rural,Mud,Thunderstorm,Night_Streetlights,7.68,20.0,2.0,291.0,286.61,Moderate,20.5,0.5,0.497,20.33,0.33,0.23,0.752,Bottom,0.659,0.478,0.583,19.98,-0.02,29.35,0.9231163463866358,0.147,0.913,6.384,6.103,9.055,0.934,Shallow Puddle,0.9,True,0.354,0.165
SC29341,Rural,Asphalt,Cloudy,Night_Dark,2.18,19.0,11.0,105.0,107.76,Severe,18.63,-0.37,0.405,12.89,-6.11,0.426,0.503,Surface,0.307,0.923,0.25,19.26,0.26,18.14,0.6440364210831414,0.292,0.607,6.784,-0.145,9.339,0.984,Flooded Pothole,0.95,True,0.462,0.232
SC29342,Rural,Asphalt,Foggy,Daylight,2.71,14.0,11.0,185.0,181.25,Severe,13.1,-0.9,0.35,14.65,0.65,0.426,0.503,Bottom,0.307,0.923,0.259,14.07,0.07,16.44,0.6440364210831414,0.3,0.607,-1.095,1.662,10.364,0.984,Flooded Pothole,0.95,True,0.462,0.232
SC29343,Urban,Concrete,Clear,Night_Streetlights,9.93,11.0,4.0,70.0,67.06,Moderate,10.47,-0.53,0.681,8.86,-2.14,0.293,0.674,Surface,0.545,0.618,0.332,10.83,-0.17,25.36,0.8521437889662113,0.143,0.834,6.307,2.874,9.508,0.973,Flooded Pothole,0.95,True,0.378,0.18
SC29344,Rural,Asphalt,Cloudy,Daylight,2.62,12.0,2.0,77.0,82.17,Low,12.17,0.17,0.749,12.03,0.03,0.23,0.752,Bottom,0.659,0.478,0.605,12.08,0.08,29.1,0.9231163463866358,0.106,0.913,6.517,2.777,10.301,0.98,Shallow Puddle,0.9,True,0.354,0.165
SC29345,Rural,Gravel,Foggy,Night_Streetlights,11.14,9.0,2.0,100.0,97.51,Low,8.82,-0.18,0.726,9.04,0.04,0.23,0.752,Bottom,0.659,0.478,0.604,9.26,0.26,26.31,0.9231163463866358,0.11,0.913,6.186,1.182,9.593,0.936,Shallow Puddle,0.9,True,0.354,0.165
SC29346,Urban,Gravel,Drizzle,Night_Streetlights,8.54,10.0,0.0,194.0,192.84,Low,10.44,0.44,0.68,9.8,-0.2,0.0,1.0,Bottom,1.0,0.0,1.0,10.17,0.17,27.59,1.0,0.089,1.0,4.763,2.536,9.517,0.954,Dry,0.98,False,0.0,0.15
SC29347,Rural,Dirt,Thunderstorm,Night_Streetlights,8.34,20.0,0.0,424.0,411.3,Moderate,20.98,0.98,0.439,19.95,-0.05,0.0,1.0,Bottom,1.0,0.0,1.0,19.92,-0.08,30.03,1.0,0.132,1.0,-2.368,0.777,10.349,0.934,Dry,0.98,False,0.0,0.15
SC29348,Urban,Asphalt,Cloudy,Night_Dark,8.2,12.0,10.0,69.0,68.97,Moderate,10.96,-1.04,0.466,6.99,-5.01,0.413,0.521,Surface,0.331,0.892,0.25,12.56,0.56,17.66,0.6703200460356393,0.264,0.635,-0.525,0.557,9.883,0.979,Flooded Pothole,0.95,True,0.45,0.225
SC29349,Rural,Concrete,Cloudy,Night_Streetlights,9.57,5.0,1.0,79.0,78.18,Low,4.77,-0.23,0.803,4.92,-0.08,0.192,0.798,Bottom,0.728,0.394,0.685,5.2,0.2,24.54,0.9607894391523232,0.086,0.956,3.491,1.319,10.215,0.968,Shallow Puddle,0.9,True,0.342,0.158
SC29350,Rural,Dirt,Foggy,Dawn,2.29,12.0,1.0,178.0,178.55,Moderate,11.74,-0.26,0.657,11.6,-0.4,0.192,0.798,Surface,0.728,0.394,0.596,11.96,-0.04,28.21,0.9607894391523232,0.106,0.956,3.198,-0.289,9.636,0.972,Shallow Puddle,0.9,True,0.342,0.158
SC29351,Rural,Mud,Drizzle,Dawn,4.0,5.0,3.0,191.0,200.72,Moderate,5.08,0.08,0.555,4.93,-0.07,0.263,0.711,Bottom,0.598,0.552,0.535,5.0,0.0,24.17,0.8869204367171575,0.15,0.873,0.969,-0.26,9.985,0.965,Flooded Pothole,0.95,True,0.366,0.172
SC29352,Rural,Asphalt,Mist,Daylight,8.71,7.0,7.0,103.0,101.96,Moderate,6.55,-0.45,0.527,2.25,-4.75,0.363,0.585,Surface,0.42,0.778,0.25,6.72,-0.28,22.73,0.7557837414557255,0.21,0.727,-0.736,1.515,10.172,0.976,Flooded Pothole,0.95,True,0.414,0.203
SC29353,Rural,Gravel,Clear,Night_Dark,4.89,17.0,11.0,86.0,89.73,Severe,17.42,0.42,0.42,10.92,-6.08,0.426,0.503,Surface,0.307,0.923,0.25,17.46,0.46,17.65,0.6440364210831414,0.288,0.607,-1.352,2.117,10.516,0.969,Flooded Pothole,0.95,True,0.462,0.232
SC29354,Rural,Mud,Cloudy,Daylight,6.45,15.0,3.0,117.0,116.88,Moderate,14.11,-0.89,0.656,12.77,-2.23,0.263,0.711,Surface,0.598,0.552,0.369,15.11,0.11,27.62,0.8869204367171575,0.133,0.873,5.732,2.197,10.331,0.944,Flooded Pothole,0.95,True,0.366,0.172
SC29355,Rural,Asphalt,Clear,Daylight,4.76,14.0,10.0,10.0,8.52,Moderate,13.68,-0.32,0.526,8.11,-5.89,0.413,0.521,Surface,0.331,0.892,0.25,13.92,-0.08,17.16,0.6703200460356393,0.252,0.635,3.458,1.382,9.65,0.98,Flooded Pothole,0.95,True,0.45,0.225
SC29356,Rural,Dirt,Clear,Dusk,3.42,19.0,16.0,35.0,35.38,Extreme,18.86,-0.14,0.343,15.5,-3.5,0.472,0.436,Mixed,0.218,0.963,0.25,19.11,0.11,9.82,0.5272924240430485,0.3,0.483,6.894,3.011,10.055,0.973,Flooded Pothole,0.95,True,0.522,0.27
SC29357,Rural,Concrete,Rainy,Dawn,7.41,14.0,0.0,193.0,189.49,Low,14.54,0.54,0.685,14.07,0.07,0.0,1.0,Bottom,1.0,0.0,1.0,14.46,0.46,30.34,1.0,0.088,1.0,6.39,4.151,10.719,0.971,Dry,0.98,False,0.0,0.15
SC29358,Rural,Asphalt,Foggy,Daylight,10.87,15.0,6.0,127.0,128.82,Moderate,15.79,0.79,0.531,15.26,0.26,0.342,0.612,Bottom,0.457,0.73,0.388,15.28,0.28,22.39,0.7866278610665535,0.196,0.761,0.675,1.326,9.378,0.966,Flooded Pothole,0.95,True,0.402,0.195
SC29359,Rural,Dirt,Foggy,Daylight,6.78,5.0,2.0,194.0,198.91,Low,4.81,-0.19,0.593,4.18,-0.82,0.23,0.752,Surface,0.659,0.478,0.494,5.03,0.03,28.88,0.9231163463866358,0.13,0.913,-0.121,0.718,9.906,0.951,Shallow Puddle,0.9,True,0.354,0.165
SC29360,Urban,Mud,Foggy,Dusk,10.53,12.0,1.0,111.0,110.57,Low,12.28,0.28,0.753,11.86,-0.14,0.192,0.798,Bottom,0.728,0.394,0.68,12.02,0.02,27.95,0.9607894391523232,0.092,0.956,1.235,0.189,9.957,0.931,Shallow Puddle,0.9,True,0.342,0.158
SC29361,Urban,Mud,Cloudy,Night_Streetlights,10.54,15.0,0.0,60.0,65.22,Low,14.89,-0.11,0.878,15.29,0.29,0.0,1.0,Bottom,1.0,0.0,1.0,14.91,-0.09,27.84,1.0,0.063,1.0,-0.744,4.959,10.392,0.929,Dry,0.98,False,0.0,0.15
SC29362,Urban,Mud,Drizzle,Daylight,5.14,9.0,3.0,90.0,84.79,Low,9.14,0.14,0.7,9.13,0.13,0.263,0.711,Bottom,0.598,0.552,0.531,8.99,-0.01,22.26,0.8869204367171575,0.127,0.873,5.241,1.343,9.486,0.962,Shallow Puddle,0.9,True,0.366,0.172
SC29363,Rural,Asphalt,Cloudy,Dawn,3.33,14.0,8.0,138.0,136.13,Moderate,14.04,0.04,0.462,12.84,-1.16,0.382,0.562,Mixed,0.387,0.82,0.274,13.95,-0.05,19.56,0.7261490370736909,0.237,0.695,0.375,-0.556,10.17,0.982,Flooded Pothole,0.95,True,0.426,0.21
SC29364,Urban,Mud,Thunderstorm,Dusk,11.8,9.0,2.0,443.0,443.27,Moderate,9.72,0.72,0.364,7.42,-1.58,0.23,0.752,Surface,0.659,0.478,0.451,8.96,-0.04,25.84,0.9231163463866358,0.179,0.913,4.086,0.376,9.469,0.927,Shallow Puddle,0.9,True,0.354,0.165
SC29365,Rural,Gravel,Rainy,Dusk,2.61,11.0,1.0,167.0,158.2,Low,11.3,0.3,0.685,11.02,0.02,0.192,0.798,Bottom,0.728,0.394,0.69,11.14,0.14,32.31,0.9607894391523232,0.102,0.956,2.033,-0.231,10.264,0.973,Shallow Puddle,0.9,True,0.342,0.158
SC29366,Rural,Gravel,Foggy,Dusk,2.79,8.0,5.0,248.0,247.29,Moderate,7.57,-0.43,0.446,8.21,0.21,0.319,0.641,Bottom,0.498,0.678,0.427,8.01,0.01,23.6,0.8187307530779818,0.199,0.797,-0.831,1.34,9.851,0.977,Flooded Pothole,0.95,True,0.39,0.188
SC29367,Rural,Concrete,Foggy,Night_Streetlights,9.55,11.0,4.0,196.0,196.25,Moderate,11.26,0.26,0.526,10.9,-0.1,0.293,0.674,Mixed,0.545,0.618,0.446,10.86,-0.14,24.29,0.8521437889662113,0.169,0.834,5.687,0.31,10.489,0.97,Flooded Pothole,0.95,True,0.378,0.18
SC29368,Urban,Mud,Mist,Dusk,6.33,14.0,11.0,98.0,94.1,Severe,15.18,1.18,0.417,14.55,0.55,0.426,0.503,Bottom,0.307,0.923,0.263,13.84,-0.16,15.97,0.6440364210831414,0.289,0.607,4.658,2.852,9.795,0.963,Flooded Pothole,0.95,True,0.462,0.232
SC29369,Urban,Mud,Mist,Night_Streetlights,4.28,18.0,18.0,181.0,180.68,Extreme,19.83,1.83,0.226,19.13,1.13,0.484,0.416,Bottom,0.192,0.931,0.25,17.81,-0.19,8.73,0.4867522559599717,0.3,0.441,7.867,2.804,10.107,0.974,Flooded Pothole,0.95,True,0.546,0.285
SC29370,Rural,Dirt,Cloudy,Dawn,3.37,17.0,8.0,114.0,112.01,Moderate,18.09,1.09,0.485,17.42,0.42,0.382,0.562,Bottom,0.387,0.82,0.324,17.02,0.02,19.64,0.7261490370736909,0.232,0.695,3.001,3.353,9.783,0.97,Flooded Pothole,0.95,True,0.426,0.21
SC29371,Urban,Asphalt,Foggy,Daylight,6.4,10.0,0.0,133.0,142.28,Low,9.03,-0.97,0.752,9.98,-0.02,0.0,1.0,Bottom,1.0,0.0,1.0,10.09,0.09,31.99,1.0,0.078,1.0,5.632,0.727,9.776,0.974,Dry,0.98,False,0.0,0.15
SC29372,Urban,Gravel,Mist,Night_Dark,6.52,6.0,3.0,99.0,105.33,Low,5.9,-0.1,0.672,5.37,-0.63,0.263,0.711,Surface,0.598,0.552,0.447,5.89,-0.11,29.07,0.8869204367171575,0.131,0.873,-1.139,1.391,10.047,0.967,Shallow Puddle,0.9,True,0.366,0.172
SC29373,Urban,Asphalt,Thunderstorm,Night_Dark,2.84,16.0,3.0,292.0,295.16,Moderate,14.83,-1.17,0.459,16.03,0.03,0.263,0.711,Bottom,0.598,0.552,0.537,16.01,0.01,23.98,0.8869204367171575,0.169,0.873,3.144,6.041,9.91,0.981,Flooded Pothole,0.95,True,0.366,0.172
SC29374,Rural,Asphalt,Cloudy,Night_Streetlights,3.33,12.0,8.0,165.0,162.06,Moderate,12.41,0.41,0.439,7.96,-4.04,0.382,0.562,Surface,0.387,0.82,0.25,12.1,0.1,23.44,0.7261490370736909,0.242,0.695,5.195,3.228,9.444,0.982,Flooded Pothole,0.95,True,0.426,0.21
SC29375,Urban,Concrete,Clear,Dawn,4.73,13.0,11.0,7.0,9.89,Moderate,12.89,-0.11,0.493,10.65,-2.35,0.426,0.503,Mixed,0.307,0.923,0.25,12.88,-0.12,18.83,0.6440364210831414,0.272,0.607,4.088,0.248,10.004,0.984,Flooded Pothole,0.95,True,0.462,0.232
SC29376,Urban,Gravel,Rainy,Dusk,5.3,14.0,11.0,220.0,220.77,Severe,12.94,-1.06,0.323,12.56,-1.44,0.426,0.503,Mixed,0.307,0.923,0.25,14.49,0.49,18.71,0.6440364210831414,0.3,0.607,2.124,3.145,10.153,0.974,Flooded Pothole,0.95,True,0.462,0.232
SC29377,Rural,Mud,Clear,Dusk,8.92,7.0,0.0,0.0,1.81,Low,7.34,0.34,0.996,7.07,0.07,0.0,1.0,Bottom,1.0,0.0,1.0,6.98,-0.02,29.46,1.0,0.05,1.0,-0.744,-0.367,10.033,0.923,Dry,0.98,False,0.0,0.15
SC29378,Rural,Asphalt,Thunderstorm,Dawn,3.76,12.0,4.0,310.0,310.41,Moderate,11.21,-0.79,0.419,10.22,-1.78,0.293,0.674,Surface,0.545,0.618,0.347,11.88,-0.12,23.74,0.8521437889662113,0.192,0.834,-0.635,3.161,9.268,0.979,Flooded Pothole,0.95,True,0.378,0.18
SC29379,Urban,Asphalt,Mist,Daylight,7.2,6.0,1.0,82.0,86.78,Low,6.09,0.09,0.79,6.06,0.06,0.192,0.798,Bottom,0.728,0.394,0.687,6.0,0.0,27.87,0.9607894391523232,0.087,0.956,4.438,2.126,10.373,0.974,Shallow Puddle,0.9,True,0.342,0.158
SC29380,Urban,Mud,Mist,Night_Dark,5.82,11.0,7.0,106.0,115.78,Moderate,10.65,-0.35,0.512,6.99,-4.01,0.363,0.585,Surface,0.42,0.778,0.25,11.19,0.19,20.36,0.7557837414557255,0.213,0.727,-0.768,2.265,9.117,0.963,Flooded Pothole,0.95,True,0.414,0.203
SC29381,Rural,Asphalt,Rainy,Dawn,5.91,6.0,1.0,120.0,118.1,Low,6.1,0.1,0.742,5.92,-0.08,0.192,0.798,Bottom,0.728,0.394,0.685,6.0,0.0,29.63,0.9607894391523232,0.094,0.956,1.267,2.228,10.257,0.974,Shallow Puddle,0.9,True,0.342,0.158
SC29382,Urban,Mud,Rainy,Daylight,4.96,11.0,9.0,207.0,215.71,Severe,10.09,-0.91,0.37,6.64,-4.36,0.398,0.54,Surface,0.358,0.858,0.25,10.62,-0.38,16.44,0.697676326071031,0.273,0.664,1.241,2.702,10.401,0.969,Flooded Pothole,0.95,True,0.438,0.217
SC29383,Rural,Mud,Foggy,Daylight,3.17,15.0,4.0,140.0,142.48,Moderate,14.56,-0.44,0.586,14.89,-0.11,0.293,0.674,Mixed,0.545,0.618,0.446,15.25,0.25,26.57,0.8521437889662113,0.158,0.834,1.604,-1.772,9.087,0.966,Flooded Pothole,0.95,True,0.378,0.18
SC29384,Urban,Mud,Rainy,Dusk,7.17,10.0,9.0,320.0,320.03,Severe,11.97,1.97,0.3,4.72,-5.28,0.398,0.54,Surface,0.358,0.858,0.25,9.72,-0.28,18.92,0.697676326071031,0.294,0.664,4.232,-0.406,9.877,0.961,Flooded Pothole,0.95,True,0.438,0.217
SC29385,Rural,Concrete,Thunderstorm,Daylight,9.43,12.0,9.0,300.0,304.32,Severe,12.08,0.08,0.31,7.38,-4.62,0.398,0.54,Surface,0.358,0.858,0.25,11.87,-0.13,19.5,0.697676326071031,0.291,0.664,1.477,0.927,9.257,0.974,Flooded Pothole,0.95,True,0.438,0.217
SC29386,Rural,Concrete,Rainy,Dawn,9.17,9.0,0.0,133.0,133.73,Low,8.74,-0.26,0.765,9.18,0.18,0.0,1.0,Bottom,1.0,0.0,1.0,8.92,-0.08,27.77,1.0,0.077,1.0,2.182,3.016,10.506,0.967,Dry,0.98,False,0.0,0.15
SC29387,Rural,Gravel,Cloudy,Daylight,4.84,16.0,12.0,105.0,111.93,Severe,15.4,-0.6,0.378,16.85,0.85,0.437,0.487,Bottom,0.286,0.95,0.25,16.69,0.69,14.56,0.6187833918061408,0.3,0.58,3.728,2.724,10.113,0.97,Flooded Pothole,0.95,True,0.474,0.24
SC29388,Urban,Concrete,Thunderstorm,Dusk,3.77,20.0,12.0,497.0,487.75,Extreme,24.03,4.03,0.178,14.41,-5.59,0.437,0.487,Surface,0.286,0.95,0.25,20.1,0.1,13.56,0.6187833918061408,0.3,0.58,8.166,4.355,9.091,0.983,Flooded Pothole,0.95,True,0.474,0.24
SC29389,Urban,Asphalt,Foggy,Night_Dark,10.73,11.0,6.0,249.0,242.27,Moderate,10.05,-0.95,0.423,11.06,0.06,0.342,0.612,Bottom,0.457,0.73,0.397,10.89,-0.11,23.96,0.7866278610665535,0.218,0.761,7.114,0.151,10.036,0.972,Flooded Pothole,0.95,True,0.402,0.195
SC29390,Rural,Mud,Foggy,Dusk,6.69,20.0,9.0,154.0,151.88,Severe,19.91,-0.09,0.421,20.22,0.22,0.398,0.54,Bottom,0.358,0.858,0.31,19.91,-0.09,21.11,0.697676326071031,0.26,0.664,8.493,-0.58,9.202,0.947,Flooded Pothole,0.95,True,0.438,0.217
SC29391,Urban,Mud,Foggy,Dusk,3.19,8.0,6.0,234.0,232.89,Moderate,8.64,0.64,0.431,4.18,-3.82,0.342,0.612,Surface,0.457,0.73,0.25,8.6,0.6,22.28,0.7866278610665535,0.217,0.761,-0.291,2.081,9.845,0.975,Flooded Pothole,0.95,True,0.402,0.195
SC29392,Urban,Dirt,Clear,Night_Dark,7.78,12.0,7.0,29.0,34.47,Moderate,12.21,0.21,0.603,8.85,-3.15,0.363,0.585,Surface,0.42,0.778,0.25,12.21,0.21,20.77,0.7557837414557255,0.197,0.727,-0.603,2.166,10.052,0.958,Flooded Pothole,0.95,True,0.414,0.203
SC29393,Urban,Dirt,Cloudy,Dawn,6.69,9.0,1.0,172.0,173.61,Low,9.23,0.23,0.664,8.58,-0.42,0.192,0.798,Surface,0.728,0.394,0.594,9.02,0.02,29.2,0.9607894391523232,0.105,0.956,-0.683,0.307,10.059,0.955,Shallow Puddle,0.9,True,0.342,0.158
SC29394,Rural,Asphalt,Thunderstorm,Night_Streetlights,3.8,18.0,15.0,359.0,353.57,Extreme,20.37,2.37,0.193,18.46,0.46,0.465,0.447,Bottom,0.233,0.982,0.25,18.18,0.18,11.43,0.5488116360940265,0.3,0.506,3.715,0.694,9.175,0.983,Flooded Pothole,0.95,True,0.51,0.263
SC29395,Rural,Mud,Drizzle,Dawn,9.24,14.0,0.0,180.0,178.21,Low,13.47,-0.53,0.7,13.94,-0.06,0.0,1.0,Bottom,1.0,0.0,1.0,14.16,0.16,30.47,1.0,0.086,1.0,-0.355,1.283,10.419,0.921,Dry,0.98,False,0.0,0.15
SC29396,Urban,Concrete,Foggy,Night_Streetlights,11.55,15.0,4.0,215.0,210.59,Moderate,15.5,0.5,0.511,13.5,-1.5,0.293,0.674,Mixed,0.545,0.618,0.377,14.75,-0.25,26.38,0.8521437889662113,0.172,0.834,4.349,4.01,8.901,0.97,Flooded Pothole,0.95,True,0.378,0.18
SC29397,Rural,Asphalt,Thunderstorm,Dawn,4.59,19.0,2.0,356.0,355.6,Moderate,18.49,-0.51,0.433,18.1,-0.9,0.23,0.752,Surface,0.659,0.478,0.489,19.29,0.29,26.39,0.9231163463866358,0.161,0.913,8.287,0.833,10.805,0.976,Shallow Puddle,0.9,True,0.354,0.165
SC29398,Urban,Asphalt,Thunderstorm,Dawn,2.57,14.0,2.0,326.0,320.87,Moderate,13.58,-0.42,0.465,14.13,0.13,0.23,0.752,Bottom,0.659,0.478,0.598,13.95,-0.05,26.74,0.9231163463866358,0.154,0.913,-3.539,-0.946,9.089,0.982,Shallow Puddle,0.9,True,0.354,0.165
SC29399,Urban,Mud,Cloudy,Daylight,2.28,16.0,6.0,129.0,125.74,Moderate,14.86,-1.14,0.534,12.18,-3.82,0.342,0.612,Surface,0.457,0.73,0.25,16.12,0.12,24.02,0.7866278610665535,0.195,0.761,3.531,2.809,9.319,0.976,Flooded Pothole,0.95,True,0.402,0.195
SC29400,Rural,Concrete,Cloudy,Dusk,2.21,6.0,1.0,122.0,129.8,Low,6.6,0.6,0.725,5.87,-0.13,0.192,0.798,Bottom,0.728,0.394,0.681,6.25,0.25,27.23,0.9607894391523232,0.096,0.956,-1.466,2.556,10.037,0.982,Shallow Puddle,0.9,True,0.342,0.158
SC29401,Rural,Dirt,Foggy,Daylight,4.4,7.0,5.0,189.0,189.68,Moderate,6.32,-0.68,0.501,7.28,0.28,0.319,0.641,Bottom,0.498,0.678,0.423,6.89,-0.11,21.03,0.8187307530779818,0.188,0.797,2.061,2.319,10.281,0.967,Flooded Pothole,0.95,True,0.39,0.188
SC29402,Rural,Dirt,Cloudy,Daylight,5.44,18.0,13.0,99.0,98.01,Severe,19.78,1.78,0.365,16.19,-1.81,0.448,0.473,Mixed,0.267,0.975,0.25,18.51,0.51,16.06,0.5945205479701944,0.3,0.554,-1.09,3.06,9.661,0.962,Flooded Pothole,0.95,True,0.486,0.247
SC29403,Rural,Concrete,Foggy,Daylight,8.32,6.0,5.0,174.0,179.1,Moderate,6.71,0.71,0.511,4.75,-1.25,0.319,0.641,Mixed,0.498,0.678,0.351,6.1,0.1,24.04,0.8187307530779818,0.186,0.797,2.654,0.198,9.895,0.977,Flooded Pothole,0.95,True,0.39,0.188
SC29404,Rural,Dirt,Foggy,Dawn,4.22,20.0,3.0,175.0,173.87,Moderate,19.23,-0.77,0.586,18.2,-1.8,0.263,0.711,Surface,0.598,0.552,0.388,19.83,-0.17,27.64,0.8869204367171575,0.145,0.873,-2.563,-0.514,10.379,0.961,Flooded Pothole,0.95,True,0.366,0.172
SC29405,Urban,Mud,Foggy,Dusk,3.95,9.0,4.0,232.0,235.37,Moderate,8.69,-0.31,0.486,7.06,-1.94,0.293,0.674,Surface,0.545,0.618,0.341,9.04,0.04,26.31,0.8521437889662113,0.177,0.834,2.998,2.039,10.097,0.969,Flooded Pothole,0.95,True,0.378,0.18
SC29406,Urban,Dirt,Cloudy,Night_Streetlights,4.84,20.0,18.0,144.0,142.88,Extreme,20.86,0.86,0.244,11.41,-8.59,0.484,0.416,Surface,0.192,0.931,0.25,19.61,-0.39,9.67,0.4867522559599717,0.3,0.441,7.013,5.864,9.4,0.973,Flooded Pothole,0.95,True,0.546,0.285
SC29407,Urban,Dirt,Foggy,Night_Streetlights,8.64,18.0,10.0,191.0,195.57,Severe,18.87,0.87,0.362,18.65,0.65,0.413,0.521,Bottom,0.331,0.892,0.276,18.55,0.55,15.14,0.6703200460356393,0.289,0.635,6.135,7.126,9.456,0.954,Flooded Pothole,0.95,True,0.45,0.225
SC29408,Rural,Gravel,Mist,Dawn,3.27,12.0,7.0,81.0,74.12,Moderate,12.35,0.35,0.557,8.72,-3.28,0.363,0.585,Surface,0.42,0.778,0.25,11.91,-0.09,23.01,0.7557837414557255,0.205,0.727,0.429,2.159,9.444,0.975,Flooded Pothole,0.95,True,0.414,0.203
SC29409,Rural,Asphalt,Clear,Dusk,4.79,11.0,1.0,33.0,22.73,Low,10.99,-0.01,0.898,10.58,-0.42,0.192,0.798,Mixed,0.728,0.394,0.62,11.08,0.08,30.09,0.9607894391523232,0.075,0.956,0.97,3.53,9.14,0.975,Shallow Puddle,0.9,True,0.342,0.158
SC29410,Rural,Dirt,Mist,Daylight,8.89,20.0,4.0,161.0,173.56,Moderate,20.02,0.02,0.55,17.77,-2.23,0.293,0.674,Surface,0.545,0.618,0.329,19.98,-0.02,23.3,0.8521437889662113,0.165,0.834,3.542,2.85,9.508,0.935,Flooded Pothole,0.95,True,0.378,0.18
SC29411,Rural,Concrete,Clear,Dusk,8.79,16.0,9.0,7.0,8.87,Moderate,16.79,0.79,0.56,13.89,-2.11,0.398,0.54,Mixed,0.358,0.858,0.25,15.74,-0.26,19.49,0.697676326071031,0.232,0.664,6.944,1.207,9.895,0.973,Flooded Pothole,0.95,True,0.438,0.217
SC29412,Rural,Dirt,Cloudy,Dawn,3.24,13.0,2.0,76.0,73.53,Low,13.29,0.29,0.762,11.87,-1.13,0.23,0.752,Surface,0.659,0.478,0.476,13.0,0.0,28.1,0.9231163463866358,0.105,0.913,-1.378,3.386,10.016,0.967,Shallow Puddle,0.9,True,0.354,0.165
SC29413,Urban,Concrete,Clear,Daylight,2.1,14.0,1.0,31.0,40.39,Low,14.38,0.38,0.867,13.06,-0.94,0.192,0.798,Surface,0.728,0.394,0.558,13.97,-0.03,28.17,0.9607894391523232,0.078,0.956,7.617,3.958,9.663,0.982,Shallow Puddle,0.9,True,0.342,0.158
SC29414,Urban,Dirt,Foggy,Night_Streetlights,7.51,6.0,3.0,194.0,195.47,Moderate,5.39,-0.61,0.561,4.47,-1.53,0.263,0.711,Surface,0.598,0.552,0.401,5.95,-0.05,26.7,0.8869204367171575,0.149,0.873,-0.576,-1.042,9.524,0.957,Shallow Puddle,0.9,True,0.366,0.172
SC29415,Rural,Mud,Rainy,Daylight,5.1,6.0,1.0,126.0,125.27,Low,4.61,-1.39,0.731,5.58,-0.42,0.192,0.798,Mixed,0.728,0.394,0.62,6.01,0.01,27.51,0.9607894391523232,0.095,0.956,3.046,0.829,10.43,0.952,Shallow Puddle,0.9,True,0.342,0.158
SC29416,Rural,Gravel,Cloudy,Night_Streetlights,10.63,15.0,10.0,101.0,103.38,Severe,15.16,0.16,0.435,9.49,-5.51,0.413,0.521,Surface,0.331,0.892,0.25,15.58,0.58,19.38,0.6703200460356393,0.271,0.635,4.321,2.522,10.465,0.947,Flooded Pothole,0.95,True,0.45,0.225
SC29417,Urban,Dirt,Rainy,Dawn,3.24,14.0,0.0,198.0,200.9,Low,14.25,0.25,0.669,13.76,-0.24,0.0,1.0,Bottom,1.0,0.0,1.0,14.32,0.32,29.03,1.0,0.09,1.0,7.814,0.851,10.236,0.97,Dry,0.98,False,0.0,0.15
SC29418,Rural,Asphalt,Mist,Night_Dark,7.23,8.0,7.0,141.0,127.92,Moderate,7.23,-0.77,0.5,7.11,-0.89,0.363,0.585,Mixed,0.42,0.778,0.306,7.97,-0.03,20.25,0.7557837414557255,0.216,0.727,3.934,1.751,10.289,0.977,Flooded Pothole,0.95,True,0.414,0.203
SC29419,Urban,Mud,Thunderstorm,Daylight,11.0,7.0,7.0,373.0,372.05,Severe,5.8,-1.2,0.307,6.53,-0.47,0.363,0.585,Mixed,0.42,0.778,0.322,7.24,0.24,21.13,0.7557837414557255,0.264,0.727,1.12,0.83,10.112,0.948,Flooded Pothole,0.95,True,0.414,0.203
SC29420,Urban,Gravel,Rainy,Daylight,5.83,11.0,2.0,280.0,279.99,Moderate,12.53,1.53,0.504,11.23,0.23,0.23,0.752,Bottom,0.659,0.478,0.59,10.95,-0.05,27.98,0.9231163463866358,0.146,0.913,1.411,4.655,10.091,0.966,Shallow Puddle,0.9,True,0.354,0.165
SC29421,Urban,Dirt,Mist,Night_Dark,6.3,16.0,15.0,83.0,87.98,Extreme,16.42,0.42,0.328,9.05,-6.95,0.465,0.447,Surface,0.233,0.982,0.25,16.35,0.35,9.25,0.5488116360940265,0.3,0.506,1.601,2.021,9.757,0.968,Flooded Pothole,0.95,True,0.51,0.263
SC29422,Rural,Mud,Drizzle,Dusk,4.48,18.0,15.0,118.0,122.07,Extreme,17.83,-0.17,0.307,14.66,-3.34,0.465,0.447,Mixed,0.233,0.982,0.25,18.69,0.69,13.98,0.5488116360940265,0.3,0.506,2.562,5.836,10.283,0.965,Flooded Pothole,0.95,True,0.51,0.263
