scenario_id,road_environment,road_type,pothole_depth,water_depth,ntu,weather,lighting,vehicle_speed,severity,temperature_c,relative_humidity_pct,ambient_lux,water_conductivity_factor,road_roughness_factor,surface_reflectance_prior,radar_return_strength_prior
SC25802,Urban,Asphalt,15.06,0.0,42.74,Clear,Night_Dark,34.18,Severe,26.09,34.7,0.26,0.808,1.0,0.18,0.8
SC25803,Urban,Gravel,12.48,3.18,167.47,Drizzle,Night_Dark,25.49,Moderate,20.76,82.03,0.332,1.164,1.55,0.32,0.9
SC25804,Urban,Asphalt,16.22,0.0,74.73,Clear,Daylight,31.09,Severe,34.05,48.44,38707.601,0.789,1.0,0.18,0.8
SC25805,Rural,Asphalt,10.73,2.01,24.01,Clear,Night_Streetlights,61.67,Moderate,20.93,42.09,85.197,0.763,1.15,0.18,0.8
SC25806,Urban,Asphalt,15.86,0.0,91.06,Cloudy,Daylight,32.4,Severe,23.82,62.6,14035.175,1.094,1.0,0.18,0.8
SC25807,Urban,Gravel,11.78,0.0,53.1,Clear,Daylight,37.53,Moderate,29.8,54.02,29322.698,0.857,1.55,0.32,0.9
SC25808,Urban,Concrete,9.37,0.0,306.99,Thunderstorm,Daylight,28.75,Moderate,17.32,91.46,36748.31,1.08,0.9,0.45,0.95
SC25809,Rural,Concrete,16.11,0.0,195.06,Rainy,Night_Dark,49.6,Severe,21.48,86.37,1.12,1.166,1.035,0.45,0.95
SC25810,Rural,Concrete,10.92,0.0,37.94,Clear,Night_Streetlights,74.14,Severe,26.55,50.02,105.678,0.842,1.035,0.45,0.95
SC25811,Rural,Asphalt,7.49,1.52,136.51,Rainy,Daylight,57.94,Moderate,19.21,83.38,37410.567,1.069,1.15,0.18,0.8
SC25812,Urban,Asphalt,9.11,1.65,91.87,Mist,Dawn,25.53,Moderate,25.1,87.86,3089.742,1.033,1.0,0.18,0.8
SC25813,Rural,Mud,11.52,1.63,34.83,Clear,Night_Dark,41.75,Moderate,30.0,39.08,0.549,0.849,2.7025,0.12,0.62
SC25814,Rural,Asphalt,9.49,3.07,162.51,Rainy,Dawn,55.99,Moderate,23.84,88.61,7497.325,1.318,1.15,0.18,0.8
SC25815,Urban,Concrete,6.85,0.0,122.36,Drizzle,Night_Streetlights,35.07,Moderate,20.91,72.13,57.017,1.176,0.9,0.45,0.95
SC25816,Rural,Dirt,13.85,0.0,205.33,Rainy,Night_Streetlights,45.11,Severe,24.23,88.7,103.994,1.066,2.3,0.24,0.72
SC25817,Urban,Concrete,7.79,0.0,122.65,Drizzle,Night_Streetlights,34.28,Moderate,23.12,86.49,44.818,1.158,0.9,0.45,0.95
SC25818,Urban,Asphalt,12.01,1.18,95.58,Cloudy,Dawn,41.98,Severe,28.11,58.02,5389.157,0.806,1.0,0.18,0.8
SC25819,Urban,Concrete,7.32,0.0,105.38,Cloudy,Night_Streetlights,29.31,Moderate,26.65,73.21,119.854,0.686,0.9,0.45,0.95
SC25820,Urban,Asphalt,11.99,3.01,141.02,Drizzle,Dusk,43.69,Severe,17.48,74.24,1693.855,1.067,1.0,0.18,0.8
SC25821,Urban,Concrete,10.73,0.0,92.29,Cloudy,Daylight,26.84,Moderate,25.14,82.57,46017.848,0.984,0.9,0.45,0.95
SC25822,Urban,Gravel,11.19,0.0,158.3,Drizzle,Dawn,35.02,Moderate,18.19,79.95,1276.358,1.119,1.55,0.32,0.9
SC25823,Rural,Asphalt,7.03,0.0,180.04,Rainy,Daylight,43.89,Moderate,24.72,85.96,20742.028,0.808,1.15,0.18,0.8
SC25824,Urban,Asphalt,7.75,0.0,19.69,Clear,Night_Streetlights,34.06,Moderate,22.87,44.69,180.328,0.785,1.0,0.18,0.8
SC25825,Urban,Dirt,7.46,0.0,174.23,Rainy,Daylight,31.85,Moderate,22.13,77.71,11884.529,0.93,2.0,0.24,0.72
SC25826,Rural,Asphalt,10.96,0.0,48.81,Clear,Night_Streetlights,66.13,Moderate,19.65,52.78,133.849,0.968,1.15,0.18,0.8
SC25827,Rural,Asphalt,16.86,3.89,163.06,Mist,Night_Dark,52.65,Severe,21.53,79.16,4.084,0.966,1.15,0.18,0.8
SC25828,Urban,Dirt,11.05,0.0,151.02,Rainy,Night_Dark,29.04,Moderate,17.21,79.68,1.454,1.368,2.0,0.24,0.72
SC25829,Urban,Concrete,13.98,0.0,61.59,Clear,Dusk,25.54,Moderate,23.76,52.33,2641.354,1.095,0.9,0.45,0.95
SC25830,Rural,Dirt,15.8,5.27,99.24,Drizzle,Daylight,66.01,Severe,24.66,82.57,22936.573,0.981,2.3,0.24,0.72
SC25831,Urban,Mud,10.86,6.6,221.8,Rainy,Daylight,30.67,Severe,26.5,89.07,20848.624,1.363,2.35,0.12,0.62
SC25832,Urban,Gravel,7.94,3.79,160.17,Rainy,Night_Streetlights,30.95,Moderate,25.51,75.92,161.537,0.759,1.55,0.32,0.9
SC25833,Rural,Gravel,11.37,0.0,179.25,Mist,Dusk,48.8,Moderate,18.76,80.59,1460.811,0.892,1.7825,0.32,0.9
SC25834,Urban,Concrete,10.0,0.0,113.58,Drizzle,Night_Streetlights,33.8,Moderate,21.9,82.73,43.887,1.204,0.9,0.45,0.95
SC25835,Urban,Concrete,13.45,2.25,119.65,Cloudy,Night_Streetlights,36.93,Severe,24.18,74.07,159.461,0.934,0.9,0.45,0.95
SC25836,Rural,Gravel,12.62,0.0,133.97,Mist,Night_Streetlights,51.02,Moderate,18.99,87.95,64.746,0.826,1.7825,0.32,0.9
SC25837,Urban,Concrete,12.81,3.35,146.67,Cloudy,Night_Dark,21.61,Moderate,19.27,68.76,3.899,0.981,0.9,0.45,0.95
SC25838,Rural,Asphalt,10.59,0.0,133.5,Foggy,Daylight,62.58,Moderate,25.28,82.7,46460.393,0.887,1.15,0.18,0.8
SC25839,Urban,Asphalt,6.47,4.48,298.1,Rainy,Night_Streetlights,33.58,Moderate,18.91,81.38,98.125,0.878,1.0,0.18,0.8
SC25840,Urban,Asphalt,8.7,4.0,256.73,Rainy,Daylight,25.74,Moderate,16.3,92.57,34709.746,0.962,1.0,0.18,0.8
SC25841,Urban,Concrete,10.03,3.98,142.53,Rainy,Night_Streetlights,37.13,Severe,26.57,88.98,71.851,1.114,0.9,0.45,0.95
SC25842,Urban,Concrete,11.72,0.0,51.34,Clear,Night_Streetlights,20.33,Moderate,19.91,68.81,151.391,1.055,0.9,0.45,0.95
SC25843,Rural,Asphalt,10.78,6.54,203.69,Thunderstorm,Night_Streetlights,49.68,Severe,29.87,89.6,99.736,1.245,1.15,0.18,0.8
SC25844,Urban,Concrete,8.79,3.51,288.55,Rainy,Daylight,29.7,Moderate,19.58,89.72,37400.727,1.025,0.9,0.45,0.95
SC25845,Urban,Concrete,12.21,0.0,106.64,Foggy,Night_Streetlights,36.91,Severe,20.59,85.19,55.21,0.689,0.9,0.45,0.95
SC25846,Rural,Asphalt,6.92,0.0,113.19,Mist,Daylight,52.38,Moderate,25.41,90.38,44664.252,0.853,1.15,0.18,0.8
SC25847,Urban,Concrete,15.1,3.57,78.23,Drizzle,Night_Streetlights,32.59,Severe,20.87,86.08,48.098,1.216,0.9,0.45,0.95
SC25848,Urban,Asphalt,7.46,2.86,193.75,Rainy,Dusk,30.52,Moderate,16.67,84.7,1679.9,0.753,1.0,0.18,0.8
SC25849,Rural,Asphalt,13.71,0.0,9.72,Clear,Daylight,66.01,Severe,19.69,47.14,41825.668,0.931,1.15,0.18,0.8
SC25850,Rural,Asphalt,7.68,2.56,251.66,Rainy,Daylight,51.91,Moderate,17.92,81.0,34254.554,1.358,1.15,0.18,0.8
SC25851,Urban,Concrete,10.51,1.97,216.21,Rainy,Daylight,22.25,Moderate,23.12,84.92,29263.403,0.81,0.9,0.45,0.95
SC25852,Urban,Concrete,11.69,0.0,35.98,Clear,Night_Streetlights,29.79,Moderate,23.68,45.44,178.523,0.813,0.9,0.45,0.95
SC25853,Urban,Asphalt,15.38,0.0,161.04,Mist,Night_Streetlights,35.56,Severe,16.48,85.83,63.286,0.695,1.0,0.18,0.8
SC25854,Urban,Asphalt,9.27,6.38,244.06,Rainy,Daylight,22.93,Moderate,17.23,92.74,18461.989,1.194,1.0,0.18,0.8
SC25855,Urban,Concrete,10.14,1.18,56.37,Clear,Daylight,39.37,Moderate,27.19,38.86,31114.048,1.001,0.9,0.45,0.95
SC25856,Urban,Asphalt,7.52,0.0,113.09,Mist,Night_Streetlights,36.68,Moderate,20.93,82.52,105.239,1.016,1.0,0.18,0.8
SC25857,Urban,Asphalt,9.42,0.77,48.1,Clear,Dusk,41.33,Moderate,31.7,45.95,3664.52,0.829,1.0,0.18,0.8
SC25858,Urban,Asphalt,6.29,0.0,111.75,Cloudy,Daylight,35.17,Moderate,30.42,76.97,45024.166,1.063,1.0,0.18,0.8
SC25859,Urban,Asphalt,11.8,6.58,254.0,Rainy,Daylight,27.62,Severe,18.18,87.13,22002.195,0.852,1.0,0.18,0.8
SC25860,Urban,Asphalt,12.35,4.15,180.05,Rainy,Daylight,39.88,Severe,18.97,82.25,18063.675,0.762,1.0,0.18,0.8
SC25861,Urban,Asphalt,13.05,7.23,425.7,Thunderstorm,Night_Dark,20.79,Severe,19.9,74.95,1.581,1.187,1.0,0.18,0.8
SC25862,Urban,Asphalt,13.47,0.0,98.71,Cloudy,Dusk,33.75,Severe,27.08,47.46,2043.52,0.672,1.0,0.18,0.8
SC25863,Rural,Asphalt,16.69,0.0,114.18,Mist,Daylight,55.65,Severe,25.24,91.06,38712.634,0.977,1.15,0.18,0.8
SC25864,Urban,Asphalt,9.15,3.65,386.82,Thunderstorm,Daylight,26.01,Moderate,22.46,94.43,24901.421,1.176,1.0,0.18,0.8
SC25865,Urban,Concrete,12.78,3.79,112.27,Drizzle,Night_Streetlights,34.51,Severe,27.2,87.56,66.137,1.127,0.9,0.45,0.95
SC25866,Urban,Concrete,4.12,0.0,76.07,Cloudy,Daylight,33.61,Low,28.6,66.21,23794.865,0.94,0.9,0.45,0.95
SC25867,Rural,Asphalt,12.43,4.41,232.92,Rainy,Daylight,45.96,Severe,21.65,91.77,35590.889,1.316,1.15,0.18,0.8
SC25868,Urban,Concrete,9.25,0.0,102.11,Cloudy,Daylight,47.63,Severe,25.45,68.26,39812.65,0.743,0.9,0.45,0.95
SC25869,Urban,Asphalt,8.65,0.0,21.13,Clear,Night_Streetlights,41.94,Moderate,33.19,63.85,93.801,1.051,1.0,0.18,0.8
SC25870,Rural,Asphalt,6.24,0.0,177.64,Drizzle,Night_Streetlights,47.9,Moderate,27.27,85.34,59.184,0.78,1.15,0.18,0.8
SC25871,Urban,Gravel,5.96,3.14,383.85,Thunderstorm,Daylight,28.95,Moderate,25.62,86.59,20456.003,0.867,1.55,0.32,0.9
SC25872,Urban,Asphalt,10.25,0.0,66.97,Clear,Night_Streetlights,21.63,Moderate,27.82,47.72,64.493,0.601,1.0,0.18,0.8
SC25873,Urban,Asphalt,12.99,5.78,230.28,Rainy,Daylight,29.82,Severe,22.36,90.18,26641.47,1.064,1.0,0.18,0.8
SC25874,Urban,Asphalt,9.88,0.0,105.68,Mist,Night_Streetlights,28.89,Moderate,26.37,95.27,32.436,1.212,1.0,0.18,0.8
SC25875,Urban,Asphalt,9.07,0.0,126.11,Cloudy,Daylight,32.4,Moderate,22.13,59.97,29646.674,0.964,1.0,0.18,0.8
SC25876,Urban,Dirt,12.83,0.0,23.46,Clear,Night_Dark,36.81,Severe,26.93,51.66,2.075,0.652,2.0,0.24,0.72
SC25877,Urban,Asphalt,14.78,0.0,196.52,Rainy,Daylight,28.2,Severe,24.75,98.5,34313.833,1.245,1.0,0.18,0.8
SC25878,Urban,Concrete,7.7,0.0,137.71,Drizzle,Daylight,21.74,Moderate,22.24,88.51,21142.192,0.759,0.9,0.45,0.95
SC25879,Urban,Mud,7.25,2.96,139.45,Rainy,Night_Dark,22.59,Moderate,22.4,95.04,1.285,1.346,2.35,0.12,0.62
SC25880,Urban,Asphalt,13.14,0.0,80.34,Cloudy,Dawn,21.65,Moderate,21.1,60.24,3020.891,1.112,1.0,0.18,0.8
SC25881,Rural,Asphalt,11.41,2.8,129.38,Cloudy,Daylight,39.46,Moderate,24.38,74.26,30313.926,0.748,1.15,0.18,0.8
SC25882,Rural,Concrete,11.51,6.28,201.6,Rainy,Night_Streetlights,47.86,Severe,26.25,87.46,167.367,1.383,1.035,0.45,0.95
SC25883,Rural,Concrete,17.87,0.0,81.43,Foggy,Night_Dark,51.94,Severe,20.66,92.95,2.403,1.028,1.035,0.45,0.95
SC25884,Urban,Mud,10.68,0.0,137.07,Drizzle,Daylight,38.66,Moderate,19.1,68.64,19345.42,0.815,2.35,0.12,0.62
SC25885,Urban,Concrete,6.97,0.0,122.57,Cloudy,Night_Dark,31.48,Moderate,23.19,68.43,4.046,0.791,0.9,0.45,0.95
SC25886,Urban,Concrete,9.42,2.25,180.12,Drizzle,Dawn,27.87,Moderate,17.08,85.25,4552.971,1.055,0.9,0.45,0.95
SC25887,Urban,Concrete,15.12,0.0,81.53,Clear,Dawn,38.43,Severe,23.76,55.03,3961.132,0.6,0.9,0.45,0.95
SC25888,Rural,Asphalt,8.49,4.84,222.29,Rainy,Night_Streetlights,48.22,Moderate,19.36,81.51,159.655,1.002,1.15,0.18,0.8
SC25889,Urban,Concrete,11.28,2.76,163.55,Drizzle,Daylight,31.66,Moderate,24.96,90.1,45816.481,0.826,0.9,0.45,0.95
SC25890,Urban,Asphalt,12.11,0.0,35.46,Clear,Dawn,25.92,Moderate,30.09,51.33,5860.317,0.645,1.0,0.18,0.8
SC25891,Urban,Dirt,10.75,0.0,136.53,Foggy,Dusk,24.13,Moderate,19.51,91.96,1640.641,0.759,2.0,0.24,0.72
SC25892,Urban,Gravel,10.07,0.0,134.24,Cloudy,Daylight,46.95,Severe,31.26,72.25,35511.837,0.627,1.55,0.32,0.9
SC25893,Urban,Asphalt,10.61,0.0,73.37,Cloudy,Daylight,25.55,Moderate,20.78,69.76,38248.717,0.729,1.0,0.18,0.8
SC25894,Rural,Asphalt,11.06,1.29,50.09,Clear,Dusk,45.09,Moderate,22.27,52.99,1437.767,0.584,1.15,0.18,0.8
SC25895,Urban,Asphalt,10.22,0.0,187.27,Rainy,Night_Streetlights,33.46,Moderate,21.98,76.92,140.806,1.083,1.0,0.18,0.8
SC25896,Urban,Mud,11.87,0.0,37.56,Clear,Daylight,39.7,Severe,22.71,57.94,39817.607,1.083,2.35,0.12,0.62
SC25897,Rural,Concrete,16.63,0.0,30.07,Clear,Daylight,57.31,Severe,30.85,68.95,34538.685,0.952,1.035,0.45,0.95
SC25898,Rural,Asphalt,12.9,0.0,66.32,Cloudy,Daylight,65.09,Severe,21.55,70.25,30198.8,1.122,1.15,0.18,0.8
SC25899,Rural,Concrete,8.74,0.0,34.79,Clear,Daylight,58.95,Moderate,26.62,44.65,32686.379,1.066,1.035,0.45,0.95
SC25900,Urban,Asphalt,6.9,0.0,206.95,Rainy,Night_Streetlights,29.75,Moderate,21.98,93.59,138.09,0.885,1.0,0.18,0.8
SC25901,Urban,Asphalt,10.16,4.48,406.99,Thunderstorm,Daylight,27.93,Severe,25.84,95.36,37899.819,1.405,1.0,0.18,0.8
SC25902,Rural,Concrete,10.59,0.0,86.32,Cloudy,Daylight,60.73,Moderate,18.22,69.63,35315.455,0.754,1.035,0.45,0.95
SC25903,Rural,Gravel,6.74,0.0,55.25,Clear,Daylight,69.55,Moderate,25.65,66.25,56823.043,0.772,1.7825,0.32,0.9
SC25904,Urban,Gravel,11.95,1.51,12.8,Clear,Daylight,47.79,Severe,26.25,50.79,23280.764,0.855,1.55,0.32,0.9
SC25905,Rural,Gravel,8.61,1.2,194.52,Drizzle,Dusk,56.59,Moderate,21.07,85.66,4107.684,1.081,1.7825,0.32,0.9
SC25906,Rural,Asphalt,11.36,0.0,110.87,Mist,Daylight,52.5,Moderate,22.39,84.36,22232.289,1.177,1.15,0.18,0.8
SC25907,Urban,Mud,9.72,2.99,156.32,Drizzle,Night_Streetlights,22.72,Moderate,22.87,82.57,157.527,0.933,2.35,0.12,0.62
SC25908,Rural,Asphalt,9.83,4.24,82.82,Drizzle,Dawn,61.89,Severe,25.41,79.73,1576.753,0.937,1.15,0.18,0.8
SC25909,Rural,Concrete,14.04,0.0,67.8,Cloudy,Night_Streetlights,68.86,Severe,25.35,74.82,184.297,0.975,1.035,0.45,0.95
SC25910,Urban,Gravel,5.5,2.97,295.55,Thunderstorm,Dawn,21.12,Moderate,23.21,90.11,3164.185,1.256,1.55,0.32,0.9
SC25911,Urban,Asphalt,9.45,0.84,12.98,Clear,Daylight,35.16,Moderate,26.67,39.78,21618.605,0.598,1.0,0.18,0.8
SC25912,Urban,Asphalt,11.37,3.3,201.13,Mist,Night_Streetlights,24.26,Moderate,23.95,76.42,83.312,0.684,1.0,0.18,0.8
SC25913,Rural,Gravel,13.18,0.0,97.54,Cloudy,Night_Streetlights,62.08,Severe,26.35,70.96,23.775,0.773,1.7825,0.32,0.9
SC25914,Urban,Gravel,10.79,0.0,32.97,Clear,Daylight,43.15,Severe,31.36,60.05,38059.526,0.737,1.55,0.32,0.9
SC25915,Rural,Asphalt,10.31,1.28,73.25,Clear,Daylight,68.12,Severe,28.22,38.79,31651.824,0.972,1.15,0.18,0.8
SC25916,Rural,Concrete,6.02,0.0,72.93,Cloudy,Night_Streetlights,69.08,Moderate,18.27,74.68,29.097,1.029,1.035,0.45,0.95
SC25917,Rural,Asphalt,9.56,5.8,313.18,Rainy,Dusk,38.23,Moderate,19.65,90.01,4810.629,0.856,1.15,0.18,0.8
SC25918,Urban,Asphalt,4.15,0.0,59.42,Cloudy,Dusk,23.16,Low,20.62,57.81,2252.409,0.878,1.0,0.18,0.8
SC25919,Urban,Asphalt,8.61,0.0,153.94,Drizzle,Dusk,28.29,Moderate,24.38,78.41,2225.88,1.009,1.0,0.18,0.8
SC25920,Urban,Asphalt,11.19,0.0,204.48,Rainy,Daylight,17.06,Moderate,14.77,91.58,18953.795,1.197,1.0,0.18,0.8
SC25921,Rural,Asphalt,16.31,0.0,95.32,Cloudy,Daylight,55.11,Severe,26.25,61.89,43383.507,0.789,1.15,0.18,0.8
SC25922,Urban,Concrete,9.03,0.0,269.3,Thunderstorm,Daylight,21.49,Moderate,20.19,71.93,35912.806,1.535,0.9,0.45,0.95
SC25923,Urban,Asphalt,4.85,0.0,52.21,Clear,Dawn,32.36,Moderate,26.45,51.48,2587.816,0.848,1.0,0.18,0.8
SC25924,Rural,Gravel,13.34,0.0,66.82,Cloudy,Dawn,43.47,Moderate,22.23,64.07,3963.447,0.896,1.7825,0.32,0.9
SC25925,Rural,Asphalt,13.81,0.0,53.07,Cloudy,Night_Dark,49.24,Moderate,23.35,65.84,1.848,0.738,1.15,0.18,0.8
SC25926,Rural,Asphalt,9.32,2.87,112.27,Drizzle,Daylight,60.59,Moderate,22.35,74.71,41286.656,1.102,1.15,0.18,0.8
SC25927,Urban,Asphalt,15.59,9.11,257.17,Rainy,Dusk,18.82,Severe,21.84,93.62,2809.593,0.871,1.0,0.18,0.8
SC25928,Rural,Concrete,10.17,0.0,89.9,Cloudy,Daylight,52.11,Moderate,25.72,64.48,40688.457,1.034,1.035,0.45,0.95
SC25929,Urban,Asphalt,9.71,0.0,86.95,Clear,Night_Dark,45.2,Severe,25.22,61.73,2.283,0.734,1.0,0.18,0.8
SC25930,Urban,Concrete,13.71,0.0,188.49,Foggy,Daylight,28.47,Severe,22.43,82.76,25035.002,1.146,0.9,0.45,0.95
SC25931,Urban,Asphalt,18.58,0.0,24.86,Clear,Night_Streetlights,33.13,Severe,24.42,51.2,56.866,0.883,1.0,0.18,0.8
SC25932,Urban,Asphalt,17.77,6.34,151.28,Drizzle,Daylight,27.19,Severe,18.73,82.83,20923.378,1.148,1.0,0.18,0.8
SC25933,Urban,Asphalt,14.5,0.0,56.78,Clear,Daylight,46.14,Severe,26.57,45.65,34765.805,0.68,1.0,0.18,0.8
SC25934,Urban,Asphalt,6.74,2.83,234.89,Rainy,Daylight,31.32,Moderate,21.87,88.43,13410.921,1.246,1.0,0.18,0.8
SC25935,Urban,Mud,9.17,2.19,143.92,Drizzle,Daylight,42.12,Severe,19.95,93.7,22283.64,1.088,2.35,0.12,0.62
SC25936,Urban,Mud,12.49,0.0,50.22,Clear,Daylight,41.72,Severe,29.24,50.29,36268.495,1.031,2.35,0.12,0.62
SC25937,Rural,Asphalt,9.57,2.81,130.22,Cloudy,Night_Streetlights,59.31,Moderate,25.73,67.89,88.755,0.78,1.15,0.18,0.8
SC25938,Urban,Mud,18.47,0.0,184.49,Rainy,Daylight,29.1,Severe,19.5,91.04,36715.785,1.196,2.35,0.12,0.62
SC25939,Urban,Mud,11.6,0.0,70.05,Cloudy,Daylight,24.15,Moderate,24.91,76.33,39713.185,0.793,2.35,0.12,0.62
SC25940,Urban,Asphalt,18.18,0.0,67.84,Cloudy,Daylight,26.65,Severe,23.38,83.63,41767.321,0.956,1.0,0.18,0.8
SC25941,Urban,Dirt,14.76,0.0,233.06,Foggy,Dusk,36.89,Severe,22.63,97.03,2399.561,1.058,2.0,0.24,0.72
SC25942,Urban,Concrete,14.63,7.4,183.57,Rainy,Dawn,25.17,Severe,23.77,82.2,5893.418,1.124,0.9,0.45,0.95
SC25943,Urban,Asphalt,14.47,10.39,462.66,Thunderstorm,Daylight,27.91,Severe,27.55,82.63,28129.518,1.064,1.0,0.18,0.8
SC25944,Rural,Concrete,11.76,1.64,22.01,Clear,Daylight,63.48,Severe,29.43,41.7,29604.457,0.69,1.035,0.45,0.95
SC25945,Rural,Asphalt,8.29,0.0,74.01,Clear,Night_Dark,69.95,Moderate,21.58,67.08,2.892,0.875,1.15,0.18,0.8
SC25946,Rural,Asphalt,6.83,1.86,138.2,Mist,Night_Dark,42.0,Moderate,26.19,90.25,1.032,0.924,1.15,0.18,0.8
SC25947,Urban,Asphalt,13.14,0.0,29.4,Clear,Daylight,28.34,Moderate,21.64,56.7,33593.803,0.926,1.0,0.18,0.8
SC25948,Urban,Dirt,11.78,7.26,289.58,Rainy,Daylight,21.93,Severe,19.17,83.91,27497.533,0.87,2.0,0.24,0.72
SC25949,Urban,Asphalt,13.79,0.0,66.34,Clear,Daylight,30.53,Moderate,28.72,56.84,35430.674,0.871,1.0,0.18,0.8
SC25950,Urban,Gravel,10.02,3.16,129.49,Drizzle,Daylight,29.94,Moderate,23.56,78.99,34188.466,1.118,1.55,0.32,0.9
SC25951,Urban,Asphalt,5.26,0.0,77.58,Cloudy,Daylight,36.15,Moderate,26.83,61.11,18760.976,0.605,1.0,0.18,0.8
SC25952,Urban,Asphalt,10.96,0.0,293.67,Rainy,Daylight,20.64,Moderate,19.66,76.05,20965.934,1.236,1.0,0.18,0.8
SC25953,Urban,Asphalt,9.76,0.0,21.83,Clear,Night_Streetlights,20.73,Moderate,29.43,59.31,53.937,1.062,1.0,0.18,0.8
SC25954,Urban,Concrete,5.62,1.51,127.31,Rainy,Daylight,24.92,Moderate,27.43,98.6,16958.394,1.213,0.9,0.45,0.95
SC25955,Urban,Gravel,14.3,3.41,118.95,Drizzle,Night_Streetlights,31.94,Severe,24.4,84.04,72.295,1.213,1.55,0.32,0.9
SC25956,Rural,Asphalt,8.89,0.0,79.23,Cloudy,Daylight,50.83,Moderate,20.7,66.9,38444.961,0.992,1.15,0.18,0.8
SC25957,Rural,Concrete,6.31,0.0,61.85,Clear,Daylight,60.14,Moderate,31.06,61.1,44877.949,0.89,1.035,0.45,0.95
SC25958,Urban,Concrete,9.77,0.0,12.59,Clear,Night_Streetlights,36.38,Moderate,28.05,57.3,97.416,0.975,0.9,0.45,0.95
SC25959,Urban,Asphalt,11.32,0.0,71.18,Cloudy,Daylight,39.95,Severe,29.48,85.12,41538.767,1.06,1.0,0.18,0.8
SC25960,Rural,Concrete,7.81,0.0,171.46,Drizzle,Dawn,43.86,Moderate,21.72,76.54,1239.233,0.806,1.035,0.45,0.95
SC25961,Urban,Asphalt,13.06,2.74,179.15,Drizzle,Daylight,20.02,Moderate,23.84,70.7,33134.801,0.828,1.0,0.18,0.8
SC25962,Rural,Gravel,10.67,0.0,45.72,Clear,Daylight,61.25,Moderate,25.27,41.62,37997.735,0.862,1.7825,0.32,0.9
SC25963,Urban,Asphalt,12.06,4.84,175.18,Rainy,Daylight,28.38,Severe,19.55,87.44,25470.354,1.288,1.0,0.18,0.8
SC25964,Urban,Gravel,11.73,0.0,108.86,Mist,Night_Streetlights,25.43,Moderate,22.12,87.64,76.825,1.249,1.55,0.32,0.9
SC25965,Rural,Asphalt,13.61,0.0,60.99,Cloudy,Daylight,57.66,Severe,19.88,87.55,29787.305,0.802,1.15,0.18,0.8
SC25966,Urban,Asphalt,6.38,0.0,117.48,Mist,Dawn,29.37,Moderate,23.42,93.9,6446.322,1.104,1.0,0.18,0.8
SC25967,Urban,Concrete,12.07,1.94,268.91,Foggy,Daylight,30.71,Severe,21.85,87.11,19294.474,0.826,0.9,0.45,0.95
SC25968,Urban,Dirt,12.05,4.61,193.01,Drizzle,Night_Streetlights,27.28,Severe,26.29,77.51,104.687,1.054,2.0,0.24,0.72
SC25969,Urban,Asphalt,9.59,0.0,125.73,Cloudy,Dawn,30.38,Moderate,25.68,69.73,3841.773,0.708,1.0,0.18,0.8
SC25970,Rural,Gravel,16.45,3.29,107.68,Mist,Dawn,37.92,Severe,22.8,87.16,6660.722,0.667,1.7825,0.32,0.9
SC25971,Rural,Asphalt,7.26,0.0,106.5,Foggy,Night_Streetlights,51.21,Moderate,15.49,91.94,167.986,0.926,1.15,0.18,0.8
SC25972,Rural,Gravel,6.54,0.0,64.24,Clear,Daylight,69.7,Moderate,32.5,58.3,8866.123,0.72,1.7825,0.32,0.9
SC25973,Urban,Gravel,15.74,1.79,73.77,Cloudy,Daylight,22.9,Severe,16.97,78.86,34871.559,1.097,1.55,0.32,0.9
SC25974,Urban,Mud,7.75,0.0,156.93,Foggy,Daylight,27.3,Moderate,23.02,89.66,24710.005,0.743,2.35,0.12,0.62
SC25975,Urban,Asphalt,16.14,11.01,297.22,Thunderstorm,Dusk,26.9,Severe,21.6,87.39,1149.597,1.167,1.0,0.18,0.8
SC25976,Urban,Gravel,9.7,1.4,114.28,Drizzle,Night_Streetlights,41.92,Severe,24.6,82.92,30.736,1.109,1.55,0.32,0.9
SC25977,Urban,Asphalt,6.45,0.0,64.36,Clear,Daylight,20.5,Low,25.81,41.75,37816.708,1.073,1.0,0.18,0.8
SC25978,Rural,Dirt,6.38,0.69,114.66,Mist,Daylight,56.77,Moderate,20.51,76.15,26426.47,0.865,2.3,0.24,0.72
SC25979,Urban,Asphalt,8.63,0.0,54.07,Cloudy,Daylight,32.02,Moderate,22.74,73.19,11985.562,0.909,1.0,0.18,0.8
SC25980,Rural,Concrete,16.95,0.0,58.84,Drizzle,Dusk,64.77,Severe,22.28,81.44,783.023,0.709,1.035,0.45,0.95
SC25981,Rural,Concrete,10.28,1.55,55.97,Cloudy,Daylight,72.62,Severe,18.13,69.41,16295.311,0.798,1.035,0.45,0.95
SC25982,Rural,Concrete,14.59,0.0,133.48,Drizzle,Daylight,47.08,Severe,17.82,83.11,29874.567,1.241,1.035,0.45,0.95
SC25983,Urban,Asphalt,19.51,0.0,11.12,Clear,Dusk,25.49,Severe,27.87,45.96,4228.196,0.91,1.0,0.18,0.8
SC25984,Rural,Asphalt,9.89,0.0,80.44,Cloudy,Night_Streetlights,47.45,Moderate,22.79,47.51,93.482,0.746,1.15,0.18,0.8
SC25985,Rural,Concrete,16.97,0.0,98.97,Cloudy,Dusk,49.97,Severe,23.2,65.9,3143.706,1.043,1.035,0.45,0.95
